"Comment","Recordid","Date"
"Hello Short Term Rental Office   I just submitted my quarterly report Q4 2019 and I realized that I omitted one additional unhosted rental.  The additional unhosted rental I forgot to report was a two-night rental from 12/18/2019 to 12/20/2019 on the Airbnb platform.  My STR is 0000365 Name:  Amadis Velez  Address Street number: 2800  Street name: 19th  Street type: ST  San Francisco, CA  Zip code: 94110  I apologize for the oversight. Is there a way for the date to be added to my filing quarterly report or for me to amend the quarterly report?  Thank you for your help,  Amadis Velez (415) 336-3878 ","2015-003488STR","2020-01-07 14:48:59"
"Host called because her last name was incorrectly showing up as Mallorca instead of 'Dean.'","2015-014348STR","2018-04-16 15:26:31"
"Received a hard copy of 2019-Q2 report","2015-014348STR","2019-07-30 11:45:44"
"To whom it may concern: I no longer intend to host short-term rentals in the above identified property as of December 7, 2019.  That you, Ellen B. Dean Fri 11/22/2019 10:08 AM, Ellen Dean <ellenbdean@aol.com> ","2015-014348STR","2019-11-22 11:12:48"
"Certificate mailed - 6/7/2017","2015-007060STR","2017-06-07 11:29:47"
"Certificate mailed out on 2/14/2017","2015-001070STR","2017-02-14 11:05:42"
"338 Lexington SUSPENDED 20 NOV 2017","2015-001070STR","2017-11-20 12:57:09"
"Building Violation Resolved. Un-suspended.","2015-001070STR","2018-03-30 11:57:04"
"https://www.airbnb.com/rooms/3946571","2015-001070STR","2019-07-05 16:03:07"
"https://www.airbnb.com/users/show/20452861","2015-001070STR","2019-07-05 16:03:34"
"Certificate mailed - 4/3/2017","2015-004621STR","2017-03-31 16:15:25"
"Certificate mailed - 7/6/2017","2015-005455STR","2017-07-06 10:08:53"
"Certificate mailed out on 2/17/2017","2015-001965STR","2017-02-17 10:09:49"
"From: Scott Ellis <scotteellis@gmail.com>  Sent: Wednesday, April 03, 2019 6:31 AM To: Martin, Milton (CPC) <milton.martin@sfgov.org> Subject: Re: Your Short-Term Rental Certificate  Thanks - we’ve moved  -S Sent from my iPhone ","2015-001965STR","2019-05-06 15:38:13"
"mailed out renewal ","2015-015328STR","2018-01-29 17:20:25"
"From: Adrian Aguilera <aguila@gmail.com>  Sent: Monday, January 06, 2020 12:20 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: Chang, Michelle (CPC) <michelle.y.chang@sfgov.org> Subject: Re: Automatic reply: Short-Term Rental - December Renewals  Hi Michelle, We are actually moving and won’t be doing Airbnb on this property anymore. We may do it a later time at our new place.  Can you return or destroy the check you have?  Thanks, Adrian  ","2015-015328STR","2020-01-07 15:04:53"
"mailed renewal ","2015-018555STR","2018-03-26 16:48:28"
"Certificate mailed - 6/12/2017","2015-004277STR","2017-06-09 15:03:28"
"Certificate mailed - 3/10/2017","2015-002746STR","2017-03-09 17:21:02"
"Certificate mailed out on 2/16/2017","2015-001160STR","2017-02-15 15:45:04"
"Certificate mailed - 4/12/2017","2015-003738STR","2017-04-12 10:28:35"
"Certificate mailed out on 2/15/2017  ","2015-001223STR","2017-02-15 12:38:32"
"renewal mailed out","2015-018391STR","2018-02-23 10:37:48"
"mailed out renewal","2015-018207STR","2018-02-23 11:17:32"
"Certificate mailed out on 2/16/2017","2015-001569STR","2017-02-15 15:26:35"
"suspended","2015-001569STR","2018-05-31 15:21:53"
"Certificate mailed out on 2/16/2017","2015-001312STR","2017-02-15 17:06:20"
" -----Original Message----- From: Elizabeth Gibbons <pangels@pacbell.net>  Sent: Friday, January 11, 2019 8:54 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Closing short term rental business  Greetings,    I am closing my short term rental and my business. My BAN is 1008136. My address is 449 Parker Ave. SF, Ca. 94118. My registration number with the Planning Department is STR-0000005. I have closed my business account online as of 1/11/2019 and permanently removed all Airbnb listings. Please confirm that you have received this request and that there is nothing else I need to do.  Thank you!   Elizabeth Gibbons ","2015-001312STR","2019-01-14 18:19:06"
"Certificate mailed - 3/3/2017","2015-001885STR","2017-03-02 15:16:15"
"SUSPENDED due to building complaint","2015-001885STR","2019-03-06 18:28:41"
"Hi.   If you have not already done so, close your SEPARATE business registration certificate with the SF Treasurer& Tax Collector. www.sftreasurer.org/accountupdate (I do not know your Business Account Number - different from the STR number). Remove any online listings for stays of less than 30 days. The owners should work to resolve the building complaint and it appears there is an illegal dwelling unit that needs to be legalized.     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org Press Release: City Attorney sues owners of illegal hotel   (involving a fraudulent short-term rental application) in Bernal Heights where party became gunfight  Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals       From: Alexina Navarro <empressofwestlake1@yahoo.com> Sent: Thursday, March 7, 2019 8:41 AM To: Masry, Omar (CPC) Subject: Re: 2307 15th Avenue | City of San Francisco    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Good morning, Omar!  This is going to be very easy for all of us; on May 28, 2018, our last Airbnb guests departed, and two days later, we moved from that property!  Since that date, my Airbnb listing has been 'snoozed' and my Calendar has been blocked off just in case of some glitch. I had only kept it online (but not visible or bookable) in order to copy and paste some of my excellent reviews as a 12-quarter Superhost, if I decided to apply for a new STR Permit in the future.  I thought I only needed to allow our STR-0000093 to expire, which it is scheduled to on March 24, 2019, just two weeks from now. I assumed my non-renewal would suffice, especially as I have not hosted anyone at the previous or present address.   Thank you for your attention to detail. I hope this letter, and verification of my deactivated Airbnb account will suffice for your purposes. Please respond to this e-mail and/or give me a quick call to confirm, and we can close this out successfully!  Sincerely,  Alexina B. Navarro 621 Noriega St. San Francisco, CA  94122 (415) 323-8238    On Wednesday, March 6, 2019, 6:32:26 PM PST, Masry, Omar (CPC) <omar.masry@sfgov.org> wrote:   Hi Alexina.   This is Omar Masry with the City of San Francisco.   Please review the entirety of the attached letter.    Regards,      OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org Press Release: City Attorney sues owners of illegal hotel   (involving a fraudulent short-term rental application) in Bernal Heights where party became gunfight  Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals   ","2015-001885STR","2019-03-07 11:30:27"
"expired and building complaint","2015-015824STR","2019-03-06 18:12:31"
"Hi Michelle,  I am no longer doing short term rentals. I have one question about how to fill out the Request for Business Account Closure form. Under business information they are asking for the Assessor’s Account Number, is that my business registration number, location ID or is that the number that is on  my Property Tax bill.  Thank you for your help.  Regards,  Lori Katz    ","2015-014224STR","2019-11-01 11:32:26"
"56 Maynard Street CPC-ShortTermRentals Fri 11/1/2019 12:32 PM Hi. We will close the account.   Please make sure to remove any online listings. If you have already done so, then disregard this item. You may choose to close your separate business account (1021603) with the Tax Collector (we cannot do it for you) at http://www.sftreasurer.org/business-account-update  Thanks,  Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   From: Lori Katz <lori@lorikatzgroup.com> Sent: Friday, November 1, 2019 9:42 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Closing short term rentals    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    To Whom it May Concern,     I am no longer doing short term rentals at my property.  STR number is STR-0000732  Street address: 56 Maynard  My name: Lori Katz  I no longer plan to host short term rentals.     Please let me know if anything further is needed.     Regards,     Lori Katz     Sent from Mail for Windows 10","2015-014224STR","2019-11-01 12:31:22"
"Certificate mailed - 6/5/2017","2015-005369STR","2017-06-02 16:07:10"
"emailed hard copy qr","2015-005369STR","2019-01-17 15:36:21"
"https://www.airbnb.com/rooms/2115503","2015-014930STR","2018-01-03 16:56:02"
"Received a hard copy of 2019-Q3 report w/no hosting, post mark on 11/08/19","2015-015562STR","2019-11-15 09:52:53"
"September Reapply - no app & no pmt","2015-015562STR","2020-10-27 10:21:14"
"Certificate mailed - 4/4/2017","2015-003676STR","2017-04-04 15:04:16"
"Certificate mailed out on 2/16/2017","2015-001287STR","2017-02-15 13:54:54"
"mailed renewal ","2015-001287STR","2019-03-15 15:13:12"
"It appears your 2 year certificate expired JANUARY 19, 2018 with the Office of Short-Term Rentals. Please note that this is different from the Business Registration Certificate from the SF Treasurer & Tax Collector (which needs to be renewed yearly).   We did receive a payment from you in January 2018 for what appears to be a renewal/new application; but we never received the application. Receipt Number 3719275515  If you meant to submit it, but failed to sign the application that may be why.  If you wish host again, please apply again, but DO NOT pay again, https://businessportal.sfgov.org/forms/short-term-rental-intro. Once you get to the payment screen then stop and e-mail us back on this same e-mail thread and ask us to have your listing re-instated.  https://www.airbnb.com/rooms/7196412    Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   From: Clara Tang <clarawtang@gmail.com> Sent: Thursday, February 28, 2019 2:40:29 PM To: CPC-ShortTermRentals Subject: Rejected Application    This message is from outside the City email system. Do not open links or attachments from untrusted sources.     Hi, what is the best way to understand the nature of the rejection and rectify?  There is no reason stated in the rejection because it says Other/Miscellaneous. I’ve received a business license which I understand is current.  Thank you, Clara 925.413.3203","2015-016148STR","2019-02-28 15:47:29"
"emailed hard copy qr ","2015-010438STR","2019-01-14 16:58:58"
"mailed renewal ","2015-015941STR","2018-08-17 13:45:59"
"Jan reapply / sheet2 - no app & no pmt","2015-015941STR","2020-02-25 11:19:40"
"Certificate mailed - 4/12/2017","2015-002668STR","2017-04-12 11:46:52"
"https://www.airbnb.com/users/show/3817487","2015-002668STR","2018-08-13 09:19:43"
"2 unit special and apparent unpermitted unit.","2015-002668STR","2018-08-13 09:35:23"
"emailed hard copy qr","2016-001570STR","2018-10-29 12:19:43"
"emailed hard copy qr","2016-001570STR","2019-01-17 14:30:20"
"Might live in Tenstrike, MN, USA","2015-015792STR","2019-07-03 02:16:00"
"Jan reapply / sheet2 - new app in SD","2015-015792STR","2020-02-25 09:08:32"
"Certificate mailed - 6/8/2017","2015-003730STR","2017-06-07 13:18:54"
"-----Original Message----- From: Sandra Campos <campossp@gmail.com>  Sent: Wednesday, July 1, 2020 5:08 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Short-Term Certificate Withdrawal   This message is from outside the City email system. Do not open links or attachments from untrusted sources.    To Whom It Ma Concern?  I am writing to request a withdrawal of my short-term certificate (Registration # STR-0001441).  I moved out of San Francisco on December 26, 2019 and are no longer renting my apartment in a short term basis.  Please let me know if you have question.  Thank you,  Sandra Campos STR-0001441 ","2016-006748STR","2020-07-02 20:58:36"
"WITHDREW - APPLICATION ","2016-006748STR","2020-08-20 23:35:42"
"Received a hard copy of 2019-Q2 report","2016-007714STR","2019-07-30 11:47:59"
"Received a hard copy of 2019-Q3 report","2016-007714STR","2019-10-29 09:21:39"
"Received a hard copy of 2019-Q4 report","2016-007714STR","2020-01-31 09:14:32"
"Received hard copy of 2020-Q1 report","2016-007714STR","2020-04-29 09:27:36"
"mailed renewal ","2016-001346STR","2018-09-28 13:37:23"
"suspended by Omar - Planning Complaint ","2015-013007STR","2017-04-17 16:25:40"
"per applicant's email, have closed his account","2016-007109STR","2017-07-17 09:34:09"
"host says he is missing a copy of his STR certificate ","2016-005315STR","2016-10-27 16:10:35"
"revoked on 11/22/2016","2016-005315STR","2016-12-30 14:14:34"
"Certificate mailed out on 2/17/2017","2015-002193STR","2017-02-17 09:59:04"
"emailed hard copy qr","2015-002193STR","2019-01-03 20:46:24"
"Certificate mailed - 3/31/2017","2015-005162STR","2017-03-30 15:18:44"
"Appears associated with 4431 20th Street (see Screendoor); co-host","2015-005162STR","2018-04-30 21:49:03"
"https://www.airbnb.com/rooms/select/4068598?s=jDa66TF6","2016-007577STR","2018-04-26 14:59:41"
"SUSPENDED","2016-007577STR","2018-07-24 14:56:40"
"From: Nick Aster <nick@nickaster.com>  Sent: Wednesday, January 02, 2019 9:53 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Ending Short Term Rentals  Hello.  We have sold our home and moved out of San Francisco. As such we are no longer involved with short term rentals.  Our certificate number - STR-0001454 Street Address 1874 Turk Nam: Nicholas Aster  Please let me know if there is anything else you need.   - Nick ","2016-005177STR","2019-01-03 21:01:39"
"2nd notice about closed account","2016-005177STR","2019-10-29 12:00:48"
"WITHDREW - APPLICATION","2016-005177STR","2020-08-20 23:44:50"
"mailed renewal ","2016-005426STR","2018-07-31 15:56:51"
"emailed hard copy qr","2016-005426STR","2018-10-03 20:01:47"
"From: David Miller <dmiller607@gmail.com>  Sent: Thursday, July 23, 2020 4:59 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: no longer short-term hosting - cancel our certificate!  Hi - due to covid we have chosen not to renew our short term rental certificate, which was up for renewal on 7/4. We no longer intend to host short term rentals.  STR-0001455 David Miller 1669 Alabama St, San Francisco, CA 94110  I've attempted to do everything that is listed on this page of your website - please let me know if there's anything else I need to do! https://sfplanning.org/str/maintain-your-certified-host-status  Cheers, David ","2016-005426STR","2020-07-24 18:19:18"
