rec_num,time_log_seq,billable_flag
2015-013066VAR,4690483,N
2016-013754CUA,4690595,N
2014.0484E,4691425,N
2013.1390E,4691436,N
2005.0555E,4691438,N
2007.0558E,4691441,N
2015-013066VAR,4692139,N
2016-013754CUA,4692283,N
2013.1390E,4692349,N
2014.0484E,4692350,N
2010.0043E,4692848,N
2013.0499E,4693229,N
1996.281E,4693660,N
2013.0499E,4694296,N
2013.0499E,4694701,N
2013.0499E,4695226,N
2013.0499E,4695227,N
2013.0499E,4695742,N
2013.0499E,4695975,N
2013.1390E,4696555,N
2007.0558E,4696601,N
2014.0519E,4696602,N
2011.1122E_3,4696603,N
2007.0946E_14,4696604,N
2014.1118E,4696617,N
2013.0499E,4697061,N
2013.0499E,4697386,N
2007.0558E,4697387,N
2011.1122E_3,4697388,N
2014.0519E,4697389,N
2014.1118E,4697390,N
2013.0499E,4697781,N
2013.0499E,4698925,N
2013.0499E,4699354,N
2013.0499E,4699355,N
2007.0558E,4699360,N
2011.1122E_3,4699361,N
2014.0519E,4699362,N
2014.1118E,4699364,N
2013.0499E,4699854,N
2013.1213CUA,4700384,N
2014.0922V,4700850,N
2012.1398E,4700968,N
2010.0043E,4701321,N
2013.0499E,4701362,N
2014.0922V,4701490,N
2013.0499E,4701568,N
2010.0043E,4701572,N
2013.0499E,4702212,N
2015-002604ENX,4702436,N
2014.0922V,4702595,N
2015-002604ENX,4702654,N
2013.0499E,4702784,N
2010.0043E,4702793,N
2013.0499E,4702929,N
2014.0922V,4703925,N
2015-002604ENX,4703996,N
2013.0499E,4704174,N
2010.0043E,4704185,N
2013.0499E,4704371,N
2015-009141CUA,4705131,N
2015-009141CUA,4705576,N
2014.0922V,4705661,N
2015-002604ENX,4705781,N
2013.0499E,4706033,N
2010.0043E,4706058,N
2013.0499E,4706312,N
2006.1308E_5,4706849,N
2012.1025E_3,4706851,N
2015-002604ENX,4707087,N
2014.1279ENX,4707167,N
2014.1279ENX,4707189,N
2015-002604ENX,4707654,N
2012.1187E,4709303,N
2011.1122E_3,4710452,N
1996.281E_11,4710455,N
2014.0519E,4710456,N
2014.1261E,4710717,N
2014.0519E,4710776,N
2014.1261E,4711164,N
1996.281E_11,4711208,N
2011.1122E_3,4711209,N
2014.0519E,4711210,N
2014-002961CUA,4711717,N
2014.1279ENX,4712431,N
2014-002961CUA,4712600,N
2015-018073VAR,4712960,N
2014.0329E,4712998,N
2015-018073VAR,4713352,N
2014.0329E,4713384,N
2010.1020E,4713617,N
2015-018073VAR,4714525,N
2010.1020E,4714570,N
2014.0329E,4714571,N
2007.1342E,4715408,N
2014.0519E,4715409,N
1996.281E_11,4715410,N
2007.1342E,4715440,N
2015-018073VAR,4715990,N
2010.1020E,4716047,N
2014.0329E,4716048,N
2007.1342E,4716166,N
2014-002961CUA,4716966,N
2014-002961CUA,4717624,N
2015-018073VAR,4718045,N
2010.1020E,4718127,N
2014.0329E,4718128,N
2007.1342E,4718282,N
2007.0946E_14,4719152,N
2007.0946E_14,4719229,N
2007.1342E,4719231,N
1983.196E,4719233,N
2015-002604ENX,4719320,N
2007.1342E,4719334,N
2015-002604ENX,4719351,N
2015-002604ENX,4719489,N
2007.0946E_14,4720094,N
1996.281E_11,4720096,N
1996.281E_11,4720427,N
1996.281E_11,4721378,N
2015-002604ENX,4722490,N
1996.281E_11,4722611,N
2015-002604ENX,4722759,N
2011.1122E_3,4724268,N
2014.0519E,4724269,N
2011.1370E,4724271,N
1996.281E_11,4724308,N
1996.281E_11,4724412,N
2015-002604ENX,4724665,N
2011.1122E_3,4725319,N
2011.1370E,4725320,N
2014.0519E,4725321,N
2013.1711E,4725717,N
2013.0538E,4726140,N
2009.1100H,4726190,N
2009.1100H,4726191,N
2009.1100H,4726192,N
2014.1041E,4727072,N
2015-002604ENX,4728270,N
2015-002604ENX,4728599,N
2015-002604ENX,4729537,N
2015-002604ENX,4729861,N
2015-002604ENX,4729862,N
2016-012099VAR,4731112,N
1996.281E_11,4731147,N
2013.1757E,4731148,N
2013.1757E,4731149,N
2014.0484E,4731150,N
2014.0484E,4731151,N
2015-002604ENX,4731299,N
2015-002604ENX,4731300,N
2015-002604ENX,4731674,N
2016-012099VAR,4732033,N
2009.1100H,4732757,N
2009.1100H,4732758,N
2016-012099VAR,4732851,N
2014.0864E,4732875,N
2007.0558E,4733290,N
2014.0011X,4733508,N
2016-008777VAR,4738101,N
2014-002961CUA,4738226,N
1996.771E,4738491,N
2016-008777VAR,4739761,N
2013.0999V,4740723,N
1996.281E_11,4740964,N
2015-006425CUA,4741257,N
2015-003919VAR,4741375,N
2015-003919VAR,4741724,N
2015-003919VAR,4741973,N
2012.1333E_3,4742310,N
2012.1333E_3,4742633,N
2015-003919VAR,4743094,N
2012.1333E_3,4743912,N
2015-003919VAR,4744687,N
2016-008777VAR,4745344,N
2009.1100H,4745612,N
2014.0008E,4745666,N
2016-010544CUA,4745693,N
2014.0008E,4745745,N
2000.1073E,4746309,N
2014-003111CUA,4746571,N
2015-006425CUA,4746669,N
2014-003111CUA,4746921,N
2014-003111CUA,4747978,N
2016-005702CUA,4748799,N
2014-003111CUA,4749313,N
2014-003111CUA,4751047,N
2014.1435X,4752281,N
2009.1100H,4752450,N
2011.1122E_3,4754484,N
2011.1122E_3,4754703,N
2013.1757E,4755563,N
2012.1187E,4755564,N
2008.0789E_3,4755635,N
1996.547E,4755686,N
2006.1308E_5,4755804,N
2012.0325E,4755849,N
2012.1025E_3,4755852,N
1996.547E,4756059,N
2006.1308E_5,4756060,N
2008.0789E_3,4756061,N
2011.1122E_3,4756062,N
2012.0325E,4756063,N
2012.1025E_3,4756064,N
2012.1187E,4756065,N
2013.1757E,4756067,N
2013.0850E,4757790,N
1996.547E,4757962,N
2006.1308E_5,4757963,N
2008.0789E_3,4757964,N
2011.1122E_3,4757965,N
2012.0325E,4757966,N
2012.1025E_3,4757967,N
2012.1187E,4757968,N
2013.1757E,4757970,N
2013.0850E,4758226,N
2012.0059C,4759359,N
2012.1398X,4759557,N
2015-002604ENX,4760058,N
2014.0241E,4760507,N
2015-006755CUA,4760701,N
2000.1073E,4760748,N
2006.0383E,4760765,N
2015-006755CUA,4761256,N
2015-006755CUA,4762232,N
2016-006156VAR,4762886,N
2015-006755CUA,4763655,N
2016-006156VAR,4763766,N
2015-006755CUA,4765554,N
2016-006156VAR,4765706,N
2009.1100H,4767429,N
2014.0008E,4767548,N
2014.0008E,4767568,N
2014.1020CUA,4767593,N
2016-004115CUA,4767897,N
2013.0312X,4768207,N
2013.0312X,4768208,N
2016-004115CUA,4772390,N
2016-004115CUA,4772554,N
2014-002961CUA,4773715,N
2012.0403W,4774133,N
2012.0403W,4774134,N
2014.1020CUA,4774402,N
2016-001273CUA,4775409,N
2016-001273CUA,4775634,N
2016-009071CUA,4775874,N
2015-002604ENX,4775938,N
2013.1179E,4776152,N
2014.1020CUA,4776269,N
2014.1020CUA,4776592,N
2013.1179E,4776645,N
2016-001273CUA,4776751,N
2016-009071CUA,4776805,N
2014.1020CUA,4778010,N
2013.1179E,4778079,N
2016-001273CUA,4778234,N
2016-009071CUA,4778307,N
2014.1020CUA,4779602,N
2014.1020CUA,4779985,N
2014.1020CUA,4779986,N
2013.1179E,4780084,N
2016-001273CUA,4780320,N
2016-009071CUA,4780403,N
2015-009460CUA,4781326,N
2015-009460CUA,4781417,N
2015-009460CUA,4781426,N
2015-009460CUA,4781507,N
2014.0241E,4781635,N
2014.0241E,4781658,N
2012.1531C_3,4781920,N
2012.1531C_3,4781922,N
2015-009460CUA,4782522,N
2015-009460CUA,4782743,N
2005.1018E,4783070,N
2014.0241E,4783145,N
2016-010142VAR,4783190,N
2013.0784ENX-02,4783402,N
2005.1018E,4783692,N
2015-009460CUA,4783864,N
2016-010142VAR,4783868,N
2005.1018E,4784963,N
2015-009460CUA,4785209,N
2016-010142VAR,4785213,N
2013.0784E,4785988,N
2013.0784E,4785989,N
2005.1018E,4786593,N
2015-009460CUA,4786940,N
2016-010142VAR,4786946,N
2011.0038C,4788408,N
2013.1179E,4789713,N
2013.0986E,4790046,N
1996.281E_11,4790057,N
2013.1179E,4790457,N
2013.1179E,4791753,N
1996.281E_11,4792470,N
2000.1073E,4792523,N
2013.0784E,4792683,N
2017-000979CUA,4792988,N
2017-000979CUA,4792989,N
2013.1179E,4793429,N
2014-000241ENV,4794124,N
2017-000979CUA,4794144,N
2014.0241E,4794412,N
2014.0241E,4794414,N
2013.1390E,4794415,N
2016-010422VAR,4794712,N
2009.1100H,4794760,N
2013.0784ENX-02,4795342,N
2007.0946E_14,4795780,N
2005.0911C,4795892,N
2005.0911C,4796279,N
2005.0911C,4797339,N
2014.1118E,4797885,N
2016-012535VAR,4798018,N
2017-002197COA,4798568,N
2005.0911C,4798804,N
2016-012535VAR,4799165,N
2017-002197COA,4799461,N
2014.1118E,4799482,N
2005.0911C,4800501,N
2016-012535VAR,4801013,N
2017-002197COA,4801375,N
2014.1118E,4801399,N
2000.541C,4802830,N
2016-008229CUA,4805375,N
2016-008229CUA,4805775,N
2013.0850E,4807156,N
2014.0484E,4808984,N
2013.0784E,4808986,N
2013.0784E,4809778,N
2014.0484E,4809779,N
2013.0784E,4811434,N
2014.0484E,4811435,N
2005.0555E,4811825,N
2005.0555E,4812397,N
2013.0784E,4813494,N
2014.0484E,4813495,N
2015-006143CUA,4813881,N
2014.0832ENX,4814638,N
2014.0832ENX,4814643,N
2014.0832ENX,4814646,N
2013.0256E_5,4815013,N
2014.0679E,4815058,N
2014.0679E,4815526,N
2014.0679E,4816386,N
2013.0784E,4817464,N
2014.0679E,4817631,N
2013.0784E,4817687,N
2014.0679E,4819327,N
2013.0784E,4819399,N
2014.0008E,4820503,N
2012.0673E,4820522,N
2013.0850E,4820730,N
2013.1390E,4820814,N
2013.1390E,4821093,N
2014.0008E,4821379,N
2014.0008E,4821380,N
2014.1121CUA,4822158,N
2000.048E,4822237,N
2000.048E,4822494,N
2014.1121CUA,4822727,N
2014.0400CUA,4823247,N
2014-000362DNX,4823249,N
2013.1179C,4823251,N
2012.0262E,4823400,N
2000.048E,4823591,N
2013.1179C,4824017,N
2014-000362DNX,4824019,N
2014.0400CUA,4824021,N
2014.1121CUA,4824025,N
2000.048E,4824979,N
2013.1179C,4825553,N
2014-000362DNX,4825555,N
2014.0400CUA,4825558,N
2014.1121CUA,4825562,N
2017-000979CUA,4826236,N
2013.0256E_5,4826390,N
2000.048E,4826766,N
2017-000979CUA,4827502,N
2013.1179C,4827535,N
2014-000362DNX,4827537,N
2014.0400CUA,4827540,N
2014.1121CUA,4827545,N
2014-001676CUA,4827874,N
2014.0008E,4828369,N
2005.0911C,4828920,N
2016-012535VAR,4829407,N
2017-002197COA,4829754,N
2014.1118E,4829777,N
2017-004228COA,4830036,N
2017-004228COA,4830037,N
2014-002414CUA,4830064,N
2005.0911C,4830737,N
2016-012535VAR,4831357,N
2017-002197COA,4831809,N
2014.1118E,4831833,N
2015-009460CUA,4832324,N
2014-001676CUA,4832431,N
2014-001676CUA,4832618,N
2005.0911C,4832816,N
2015-009460CUA,4833225,N
2016-012535VAR,4833601,N
2017-002197COA,4834133,N
2014.1118E,4834165,N
2014-001676CUA,4835009,N
2005.0911C,4835234,N
2015-009460CUA,4835715,N
2016-012535VAR,4836136,N
2017-002197COA,4836745,N
2014.1118E,4836789,N
2017-002430CUA,4837616,N
2014.0832ENX,4837769,N
2014.0832ENX,4837792,N
2014-001676CUA,4837836,N
2005.0911C,4838113,N
2015-009460CUA,4838649,N
2016-012535VAR,4839144,N
2017-002430CUA,4839147,N
2017-002197COA,4839797,N
2014.1118E,4839865,N
2014.0008E,4840897,N
2014.0008E,4840960,N
2014.0008E,4840963,N
2014-002961CUA,4841920,N
2014-001676CUA,4842945,N
2014.0241E,4844470,N
2014.0832ENX,4845804,N
2014.0832ENX,4845807,N
2014.0008E,4846448,N
2014.0008E,4846473,N
2014.0008E,4846475,N
2013.0784ENX-02,4846866,N
2010.0305DVA-03,4848248,N
2010.0305DVA-03,4848689,N
2017-004404CUA,4849533,N
2017-004411CUA,4849534,N
2017-004417CUA,4849536,N
2012.0262CUA,4849623,N
2017-004404CUA,4849843,N
2017-004411CUA,4849844,N
2017-004417CUA,4849845,N
2010.0305DVA-03,4850098,N
2012.0262CUA,4850174,N
2010.0305DVA-03,4851186,N
2017-004404CUA,4851711,N
2017-004411CUA,4851712,N
2017-004417CUA,4851713,N
2010.0305DVA-03,4852066,N
2010.0305DVA-03,4852067,N
2012.0262CUA,4852183,N
2014.0008E,4852842,N
2014.0008E,4852844,N
2010.0305DVA-03,4853535,N
2010.0515DVA-02,4854478,N
2010.0515DVA-02,4854741,N
2013.1390E,4854914,N
2009.1152E,4855168,N
2010.0515DVA-02,4855910,N
2014.0008E,4856628,N
2014.0008E,4857346,N
2010.0515DVA-02,4857368,N
2016-001313CUA,4857859,N
2009.1152E,4858099,N
2014.0241E,4858204,N
2014.0241E,4858274,N
2016-001313CUA,4858517,N
2014.0241E,4858733,N
2014.0008E,4859199,N
2010.0515DVA-02,4859227,N
2009.1152E,4859423,N
2010.0305DVA-03,4859941,N
2010.0305DVA-03,4859962,N
2010.0515DVA-02,4859964,N
2014.0241E,4860555,N
2000.1073E,4861122,N
2009.1152E,4861946,N
2008.0021E_11,4864429,N
2008.0021E_11,4865665,N
2009.1100H,4866008,N
2014.0679X,4866393,N
2010.0305DVA-03,4866446,N
2014.1435X,4866700,N
2014.0926VAR,4867121,N
2014.0008E,4867134,N
2014.0926VAR,4867162,N
2014.0926VAR,4867163,N
2014.0008E,4868403,N
2014-003157CUA,4868467,N
2014.0832ENX,4868842,N
2014.0832ENX,4869087,N
2014-003157CUA,4869174,N
2014.0008E,4869508,N
2014.0832ENX,4870631,N
2014-003157CUA,4870770,N
2014.0008E,4871231,N
2014.0832ENX,4872953,N
2014-003157CUA,4873128,N
2014.0008E,4873789,N
2006.1308E_5,4874520,N
2014.0008E,4875474,N
2014.0008E,4876357,N
2016-003258CUA,4877154,N
2014.0008E,4877847,N
2016-003258CUA,4877868,N
2014.0008E,4879780,N
2016-003258CUA,4879807,N
2017-004415CUA,4880466,N
2017-004415CUA,4880467,N
2007.0456X,4880749,N
2014.0008E,4880899,N
2014.0008E,4880900,N
2016-003258CUA,4880955,N
2016-003258CUA,4880956,N
2014.0679X,4881241,N
2016-003462GPR,4881655,N
2014.0008E,4883962,N
2014.0008E,4884312,N
2015-008058DNX,4884412,N
2015-008058DNX,4884413,N
2012.0257X,4884421,N
2013.0882DNX,4884428,N
2014.0008E,4884637,N
2014.0008E,4885046,N
2014.0008E,4885523,N
2014.0008E,4885909,N
2013.0973E,4886372,N
2013.1179E,4886658,N
2014.0008E,4886701,N
2014.0008E,4886726,N
2013.1179E,4887072,N
2014.0008E,4887217,N
2014.0008E,4887222,N
2014.1183CUA,4887725,N
2014.1183CUA,4888022,N
2013.1179E,4888150,N
2014.0008E,4888436,N
2014.0008E,4888449,N
2014.1183CUA,4889363,N
2013.1179E,4889522,N
2014.0008E,4889953,N
2014.0008E,4889969,N
2013.0986E,4890766,N
2014.1183CUA,4891103,N
2013.1179E,4891308,N
2014.0008E,4891855,N
2014.0008E,4891878,N
2007.0456X,4893055,N
2013.0882DNX,4893057,N
2016-003258CUA,4895043,N
2013.0846E,4898718,N
2015-008058DNX,4900070,N
2007.0456X,4900115,N
2006.1308E_5,4900965,N
2017-006067CUA,4901384,N
2017-006067CUA,4901524,N
2017-006067CUA,4902500,N
2015-012697CUA,4903347,N
2017-006067CUA,4903853,N
2007.0456X,4906007,N
2006.1308E_5,4906765,N
2000.1073E,4910528,N
2014-002024ENX,4916946,N
2014-002024ENX,4917516,N
2014-002024ENX,4917816,N
2017-005533CUA,4918744,N
2017-005533CUA,4919385,N
2017-005533CUA,4920330,N
2017-005533CUA,4921628,N
2007.0456X,4923080,N
2017-005533CUA,4923561,N
2007.0456X,4924264,N
2017-007658CUA,4925094,N
2006.0698V,4925174,N
2017-006828CUA,4925374,N
2000.1073E,4925987,N
2009.1100H,4930525,N
2017-000082VAR,4931521,N
2016-015255VAR,4931797,N
2016-012804CUA,4931798,N
2015-001525CUA,4931825,N
2016-012804CUA,4931977,N
2016-015255VAR,4931978,N
2017-000082VAR,4932085,N
2015-001525CUA,4932122,N
2013.0677E,4932585,N
2014.1183CUA,4932719,N
2015-001525CUA,4932838,N
2014.1183CUA,4933071,N
2016-012804CUA,4933168,N
2016-015255VAR,4933169,N
2013.0677E,4933313,N
2017-000082VAR,4933391,N
2015-001525CUA,4933467,N
2015-001525CUA,4933468,N
2009.0343K,4934007,N
2015-001525CUA,4934291,N
2014.1183CUA,4934516,N
2016-012804CUA,4934651,N
2016-015255VAR,4934652,N
2013.0677E,4934845,N
2017-000082VAR,4934956,N
2015-001525CUA,4935067,N
2015-001525CUA,4935068,N
2009.0343K,4935176,N
2014.1183CUA,4935687,N
2014.1183CUA,4936293,N
2014.1183CUA,4936294,N
2016-012804CUA,4936469,N
2016-015255VAR,4936470,N
2013.0677E,4936736,N
2013.0846E,4936737,N
2017-000082VAR,4936898,N
2015-001525CUA,4937045,N
2009.0343K,4937172,N
2007.0204C,4938014,N
2013.0882DNX,4938544,N
2015-008058DNX,4938558,N
2015-008058DNX,4938559,N
2012.0877E_5,4938864,N
2013.1390E,4939714,N
2013.1390E,4940426,N
2011.0038C,4941560,N
2013.1390E,4941803,N
2011.0038C,4942328,N
2015-001525CUA,4945010,N
2012.1553E,4945223,N
2015-001525CUA,4946728,N
2015-001525CUA,4947129,N
2015-001525CUA,4947131,N
2015-001525CUA,4947132,N
2015-001525CUA,4947343,N
2015-001525CUA,4947689,N
2013.0986E,4947947,N
2016-007238CUA,4948003,N
2016-007238CUA,4948580,N
2015-001525CUA,4948751,N
2015-001525CUA,4949211,N
2015-008058DNX,4949634,N
2016-002491CUA,4950430,N
2016-007238CUA,4950432,N
2015-001525CUA,4951448,N
2017-001299VAR,4951553,N
2012.1553E,4952050,N
2010.0305DVA-03,4952219,N
2016-014696VAR,4952385,N
2010.0305DVA-03,4952687,N
2016-014696VAR,4952700,N
2010.0305DVA-03,4953277,N
2015-001525CUA,4953401,N
2010.0305DVA-03,4953867,N
2010.0305DVA-03,4953868,N
2016-014696VAR,4953899,N
2015-001525CUA,4953984,N
2015-001525CUA,4954631,N
2010.0305DVA-03,4955323,N
2016-014696VAR,4955363,N
2015-001525CUA,4955492,N
2015-001525CUA,4955493,N
2010.0305DVA-03,4957454,N
2016-014696VAR,4957507,N
2015-001525CUA,4957661,N
2014.1364CUA,4959605,N
2015-012994VAR,4959613,N
2017-010819CUA,4959665,N
2015-001525CUA,4959704,N
2014.1364CUA,4960076,N
2015-012994VAR,4960078,N
2017-010819CUA,4960079,N
2015-001525CUA,4960148,N
2013.0256E_5,4960332,N
2014.1364CUA,4961151,N
2015-012994VAR,4961153,N
2017-010819CUA,4961154,N
2015-001525CUA,4961238,N
2005.0912E_3,4961647,N
2005.0912E_3,4962603,N
2014.1364CUA,4962656,N
2015-012994VAR,4962658,N
2017-010819CUA,4962659,N
2015-001525CUA,4962790,N
2005.1074E_3,4963379,N
2006.1523DNX,4963549,N
2005.0912E_3,4963946,N
1996.771E,4964303,N
2008.1327U,4968603,N
2013.1390E,4969500,N
2011.0038C,4970696,N
2017-013413CUA,4972386,N
1996.281E_11,4972832,N
2014.1305CUA,4972918,N
2014.1305CUA,4973225,N
2014.1305CUA,4973354,N
2014.1305CUA,4973481,N
2016-011332CUA,4973554,N
2014.1305CUA,4974362,N
2014.1305CUA,4974635,N
2014.1183CUA,4975204,N
2012.1445C,4975259,N
2014.1183CUA,4975561,N
2014.1305CUA,4975780,N
2014.1305CUA,4976169,N
2012.1445C,4976172,N
2013.0846E,4976246,N
2016-003258CUA,4977089,N
2014.1183CUA,4977526,N
2014.1305CUA,4977816,N
2013.0846E,4977986,N
2016-003258CUA,4978164,N
2014.1305CUA,4978348,N
2012.1445C,4978354,N
2013.0846E,4978455,N
2016-003258CUA,4979455,N
2009.0886B,4980196,N
2012.1445C,4980531,N
2012.1445C,4980996,N
2012.1445C,4982224,N
2012.1445C,4983726,N
2005.0912E_3,4984110,N
2005.0912E_3,4984170,N
2012.1445C,4985624,N
1996.547E,4987414,N
2012.1553E,4987431,N
2015-008058DNX,4987794,N
2015-009279CUA-02,4988120,N
2015-008058DNX,4988227,N
2015-009279CUA-02,4989015,N
2015-008058DNX,4989225,N
2015-009279CUA-02,4990277,N
2015-008058DNX,4990595,N
2015-009279CUA-02,4992046,N
2015-008058DNX,4992499,N
2005.0912E_3,4992919,N
2005.0912E_3,4992934,N
2015-008058DNX,4993742,N
2012.1553E,4994095,N
2015-014040CUA,4995407,N
2015-014040CUA,4995945,N
2015-014040CUA,4997410,N
2017-003134DNX,4997936,N
2015-014040CUA,4999235,N
2017-003134DNX,4999435,N
2017-015104CUA,4999948,N
2016-015972VAR,5001003,N
2007.1035E,5001127,N
2016-015972VAR,5001494,N
2016-015972VAR,5001735,N
2017-011639CUA,5001948,N
2014.1183CUA,5002229,N
2014.1183CUA,5002453,N
2017-011639CUA,5002683,N
2016-015972VAR,5002694,N
2014.1081E,5003262,N
2014.1081E,5003523,N
2014.1183CUA,5003631,N
2017-011639CUA,5003969,N
2016-015972VAR,5003986,N
2014.1081E,5005182,N
2014.1183CUA,5005323,N
2017-011639CUA,5005743,N
2016-015972VAR,5005761,N
2013.0154E_3,5006324,N
2005.0912E_3,5006331,N
2005.0912E_3,5006332,N
2017-015104CUA,5006608,N
2016-010354GPR,5006758,N
2010.0305DVA-03,5007075,N
2013.0312K,5007390,N
2005.0911C,5007858,N
2005.0911C,5008281,N
2013.0846E,5008394,N
2015-009450CUA,5008854,N
2010.0305DVA-03,5009043,N
2005.0911C,5009238,N
2013.0846E,5009454,N
2010.0305DVA-03,5009517,N
2015-009450CUA,5009658,N
2005.0912E_3,5010142,N
2005.0911C,5010532,N
2013.0846E,5010825,N
2005.0912E_3,5010869,N
2010.0305DVA-03,5010901,N
2015-009450CUA,5011110,N
2005.0912E_3,5011356,N
2005.0912E_3,5011941,N
2005.0911C,5012324,N
2013.0846E,5012707,N
2005.0912E_3,5012767,N
2010.0305DVA-03,5012809,N
2015-009450CUA,5013096,N
2005.0912E_3,5013300,N
2017-006828CUA,5013649,N
2010.0305DVA-03,5013864,N
2014.1183CUA,5015787,N
2014.1183CUA,5016298,N
2013.0522E,5016974,N
2013.0538ENX,5016996,N
2017-000082VAR,5017051,N
2005.0912E_3,5017172,N
2013.0522E,5017393,N
2014.1305CUA,5017450,N
2014.1183CUA,5017597,N
2013.0522E,5017745,N
2013.0538ENX,5017759,N
2005.0912E_3,5017943,N
2014.1305CUA,5018139,N
2016-000162CWP,5018919,N
2013.0522E,5018920,N
2014.1305CUA,5018928,N
2013.0522E,5019049,N
2014.1183CUA,5019500,N
2013.0522E,5019712,N
2013.0522E,5019713,N
2013.0538ENX,5019735,N
2005.0912E_3,5019983,N
2016-000162CWP,5020248,N
2014.1305CUA,5020263,N
2014.1305CUA,5020264,N
2005.0912E_3,5020649,N
2005.0912E_3,5020668,N
2005.0912E_3,5020669,N
2013.0522E,5020767,N
2007.0946CWP-02,5020779,N
2015-008058DNX,5020896,N
20144454CWP,5020970,N
2018-001388VAR,5020985,N
2010.0305DVA-03,5021247,N
2016-000162CWP,5021746,N
2005.0912E_3,5021921,N
2014.1305CUA,5022219,N
2016-000162CWP,5022307,N
2005.0912E_3,5022415,N
2014.1305CUA,5022494,N
2014.1305CUA,5023080,N
2016-000162CWP,5023184,N
2005.0912E_3,5023410,N
2014.1305CUA,5023543,N
2014.1305CUA,5023544,N
2013.0522E,5024135,N
2016-000162CWP,5024349,N
2013.0522E,5024480,N
2005.0912E_3,5024648,N
2014.1305CUA,5024836,N
2014.1305CUA,5025848,N
2016-000162CWP,5026032,N
2013.0522E,5026211,N
2005.0912E_3,5026492,N
2014.1305CUA,5026751,N
2014.1305CUA,5026752,N
2007.0946CWP-02,5027075,N
2014.1183CUA,5027286,N
2007.0946CWP-02,5027329,N
2016-000162CWP,5027373,N
2018-001876PCA,5027568,N
2008.1327U,5027698,N
2016-012030ENX,5028209,N
2017-007430CUA,5028718,N
2016-012030ENX,5028846,N
2017-007430CUA,5028868,N
2013.0538ENX,5029160,N
2014.1435X,5029351,N
2017-015232VAR,5029575,N
2016-012030ENX,5029676,N
2017-015232VAR,5029681,N
2017-007430CUA,5029737,N
2013.0538ENX,5029789,N
2014.1435X,5030119,N
2013.0522E,5030297,N
2010.0305DVA-03,5030362,N
2018-001876PCA,5030381,N
2017-002197COA,5030617,N
2016-012030ENX,5030766,N
2017-015232VAR,5030773,N
2018-001876PCA,5030775,N
2017-007430CUA,5030849,N
2013.0538ENX,5030910,N
2014.1435X,5031354,N
2017-002197COA,5031465,N
2013.0522E,5031482,N
2018-001043CWP,5031829,N
2010.0305DVA-03,5031924,N
2017-010105CUA,5032115,N
2016-012030ENX,5032255,N
2017-015232VAR,5032267,N
2018-001043CWP,5032270,N
2018-001876PCA,5032271,N
2017-007430CUA,5032377,N
2013.0538ENX,5032454,N
2010.0305DVA-03,5032877,N
2014.1435X,5033049,N
2017-002197COA,5033194,N
2013.0522E,5033224,N
2017-010105CUA,5033233,N
2007.0946CWP-02,5033516,N
2016-000162CWP,5033782,N
