RecordID,REVIEW_TYPE,closedate
2010.0040E,Categorical Exemption-Class 32,3/19/2010
2010.0043E,Community Plan-Determination,10/8/2010
2009.0603E_3,Categorical Exemption-Determination of Historic Resource Impact,4/21/2010
2010.0056E,Categorical Exemption-Determination of Historic Resource Impact,2/24/2010
2010.0018E,Categorical Exemption-Stamp,1/29/2010
2010.0066E,Categorical Exemption-Certificate,7/23/2010
2010.0067E,Categorical Exemption-Determination of Historic Resource,3/30/2010
2010.0073E,Categorical Exemption-Determination of Historic Resource,1/20/2011
2010.0074E,Categorical Exemption-Determination of Historic Resource,4/29/2010
2010.0076E,Categorical Exemption-Certificate,2/24/2010
2010.0086E,Categorical Exemption-Stamp,2/10/2010
2010.0091E,Categorical Exemption-Determination of Historic Resource,4/21/2011
2010.0094E,Community Plan-Exemption/Exclusion,2/3/2011
2010.0097E,Categorical Exemption-Determination of Historic Resource Impact,5/6/2010
2010.0099E,Categorical Exemption-Certificate,4/20/2010
2009.0814E_3,Categorical Exemption-Determination of Historic Resource Impact,3/3/2010
2009.0765E,Categorical Exemption-Stamp,2/22/2010
2010.0105E,Categorical Exemption-Certificate,2/24/2010
2010.0107E,Categorical Exemption-Stamp,2/22/2010
2010.0124E,Categorical Exemption-Stamp,2/25/2010
2010.0148E,Categorical Exemption-Stamp,2/25/2010
2010.0125E,Categorical Exemption-Determination of Historic Resource,5/10/2010
2010.0127E,Categorical Exemption-Determination of Historic Resource,6/30/2010
2010.0128E,Community Plan-Determination,5/14/2010
2010.0147E,Categorical Exemption-Stamp,2/26/2010
2010.0137E,Categorical Exemption-Determination of Historic Resource Impact,8/6/2010
2010.0175E,Categorical Exemption-Stamp,3/15/2010
2010.0001E,Categorical Exemption-Determination of Historic Resource,5/19/2010
2010.0156E,Categorical Exemption-Determination of Historic Resource,5/5/2010
2010.0158E,Categorical Exemption-Determination of Historic Resource,7/9/2010
2010.0174E,Categorical Exemption-Stamp,3/9/2010
2009.0757E_3,Categorical Exemption-Determination of Historic Resource Impact,3/25/2010
2010.0167E,Categorical Exemption-Determination of Historic Resource,8/27/2010
2010.0171E,Categorical Exemption-Determination of Historic Resource Impact,4/1/2010
2010.0176E,Categorical Exemption-Stamp,6/2/2010
2010.0177E,Categorical Exemption-Determination of Historic Resource,3/12/2013
2009.0753E,Categorical Exemption-Determination of Historic Resource,1/19/2012
2010.0186E,Categorical Exemption-Stamp,3/17/2010
2010.0187E,Categorical Exemption-Certificate,1/25/2011
2005.1004E_3,Environmental Impact Report,4/27/2011
2010.0199E,Categorical Exemption-Stamp,6/29/2010
2009.0869E,Categorical Exemption-Stamp,3/30/2010
2010.0162E,Categorical Exemption-Certificate,6/10/2010
2010.0207E,Categorical Exemption-Determination of Historic Resource,6/16/2010
2010.0208E,Categorical Exemption-Determination of Historic Resource,7/1/2010
2010.0222E,Initial Study-Negative Declaration,10/24/2012
2010.0237E,Categorical Exemption-Stamp,4/8/2010
2010.0249E,Categorical Exemption-Determination of Historic Resource,4/26/2010
2010.0250E,Categorical Exemption-Determination of Historic Resource,6/22/2010
2010.0251E,Categorical Exemption-Certificate,4/20/2010
2010.0256E,Initial Study-Negative Declaration,8/30/2011
2010.0260E,Categorical Exemption-Stamp,4/29/2010
2010.0262E,Categorical Exemption-Stamp,4/16/2010
2010.0263E,Categorical Exemption-Stamp,6/29/2010
2010.0264E,Categorical Exemption-Stamp,6/24/2010
2010.0269E,Categorical Exemption-Determination of Historic Resource,5/27/2010
2010.0274E,Categorical Exemption-Certificate,6/23/2010
2010.0283E,Categorical Exemption-Certificate,6/2/2010
2010.0284E,Categorical Exemption-Determination of Historic Resource,10/26/2010
2010.0295E,Categorical Exemption-Stamp,7/23/2013
2010.0297E,Categorical Exemption-Determination of Historic Resource,6/18/2010
2010.0298E,Categorical Exemption-Stamp,6/24/2010
2010.0299E,Categorical Exemption-Stamp,6/24/2010
2010.0309E,Categorical Exemption-Stamp,4/29/2010
2010.0319E,Categorical Exemption-Stamp,5/10/2010
2010.0449E,Categorical Exemption-Stamp,5/13/2010
2010.0450E,Categorical Exemption-Stamp,5/18/2010
2010.0451E,Categorical Exemption-Stamp,5/4/2010
2010.0452E,Categorical Exemption-Stamp,5/10/2010
2007.1135E_3,Negative Declaration Addendum,6/2/2010
2010.0101E,Categorical Exemption-Determination of Historic Resource Impact,12/19/2011
2010.0156E_3,Categorical Exemption-Determination of Historic Resource Impact,6/24/2010
2010.0311E,Categorical Exemption-Stamp,5/11/2010
2010.0350E,Categorical Exemption-Determination of Historic Resource,6/2/2010
2010.0351E,Categorical Exemption-Determination of Historic Resource,6/9/2010
2010.0353E,Categorical Exemption-Determination of Historic Resource,5/24/2010
2009.0278E,Categorical Exemption-Determination of Historic Resource,5/11/2010
2010.0354E,Categorical Exemption-Determination of Historic Resource Impact,1/25/2011
2010.0356E,Categorical Exemption-Stamp,5/11/2010
2010.0361E,Categorical Exemption-Stamp,5/13/2010
2010.0362E,Categorical Exemption-Stamp,5/13/2010
2010.0364E,Categorical Exemption-Stamp,5/13/2010
2010.0369E,Categorical Exemption-Stamp,5/13/2010
2010.0370E,Categorical Exemption-Determination of Historic Resource Impact,6/10/2010
2010.0372E,Categorical Exemption-Determination of Historic Resource,7/7/2010
2010.0375E,Categorical Exemption-Determination of Historic Resource Impact,1/23/2011
2010.0383E,Categorical Exemption-Stamp,5/20/2010
2010.0384E,Categorical Exemption-Certificate,6/10/2010
2010.0377E,Categorical Exemption-Determination of Historic Resource,6/7/2010
2010.0396E,Categorical Exemption-Determination of Historic Resource,7/9/2010
2010.0399E,Categorical Exemption-Determination of Historic Resource,7/22/2010
2010.0400E,Categorical Exemption-Stamp,6/2/2010
2010.0401E,Initial Study-Negative Declaration,10/31/2011
2010.0402E,Categorical Exemption-Certificate,6/1/2010
2010.0417E,Categorical Exemption-Stamp,6/1/2010
2010.0415E,Categorical Exemption-Determination of Historic Resource,7/20/2010
2010.0418E,Categorical Exemption-Certificate,6/10/2010
2010.0420E,Categorical Exemption-Determination of Historic Resource,7/20/2010
2010.0427E,Categorical Exemption-Determination of Historic Resource,7/20/2010
2010.0433E,Categorical Exemption-Stamp,6/7/2010
2010.0363E,Categorical Exemption-Determination of Historic Resource,7/9/2010
2010.0445E,Categorical Exemption-Stamp,6/10/2010
2010.0446E,Categorical Exemption-Stamp,6/10/2010
2010.0502E,Categorical Exemption-Stamp,6/10/2010
2010.0526E,Categorical Exemption-Stamp,6/14/2010
2010.0530E,Categorical Exemption-Stamp,6/14/2010
2010.0453E,Categorical Exemption-Determination of Historic Resource,8/6/2010
2010.0457E,Categorical Exemption-Determination of Historic Resource Impact,2/16/2011
2010.0503E,Categorical Exemption-Stamp,6/15/2010
2010.0504E,Categorical Exemption-Stamp,6/15/2010
2010.0525E,Categorical Exemption-Stamp,6/15/2010
2010.0528E,Categorical Exemption-Stamp,6/15/2010
2010.0529E,Categorical Exemption-Stamp,6/15/2010
2010.0544E,Categorical Exemption-Stamp,6/15/2010
2010.0469E,Categorical Exemption-Stamp,6/18/2010
2010.0537E,Categorical Exemption-Stamp,6/17/2010
2010.0531E,Categorical Exemption-Stamp,6/18/2010
2010.0538E,Categorical Exemption-Stamp,6/18/2010
2010.0539E,Categorical Exemption-Stamp,6/18/2010
2010.0473E,Categorical Exemption-Determination of Historic Resource,8/23/2010
2010.0479E,Categorical Exemption-Determination of Historic Resource,10/28/2010
2010.0481E,Categorical Exemption-Stamp,6/21/2010
2010.0527E,Categorical Exemption-Stamp,6/22/2010
2010.0488E,Categorical Exemption-Stamp,6/23/2010
2010.0489E,Categorical Exemption-Stamp,6/23/2010
2010.0497E,Categorical Exemption-Stamp,8/25/2010
2010.0501E,Categorical Exemption-Determination of Historic Resource,7/8/2010
2010.0520E,Categorical Exemption-Stamp,6/28/2010
2010.0523E,Categorical Exemption-Stamp,6/28/2010
2010.0524E,Categorical Exemption-Stamp,6/28/2010
2010.0540E,Categorical Exemption-Stamp,6/28/2010
2010.0508E,Categorical Exemption-Stamp,6/30/2010
2010.0542E,Categorical Exemption-Stamp,6/29/2010
2010.0543E,Categorical Exemption-Stamp,6/29/2010
2010.0545E,Categorical Exemption-Stamp,6/29/2010
2010.0659E,Categorical Exemption-Stamp,7/6/2010
2010.0658E,Categorical Exemption-Stamp,7/7/2010
2010.0653E,Categorical Exemption-Stamp,7/9/2010
2010.0569E,Categorical Exemption-Stamp,7/12/2010
2010.0576E,Categorical Exemption-Certificate,8/4/2010
2010.0579E,Categorical Exemption-Stamp,7/14/2010
2006.1524E_3,Environmental Impact Report,9/15/2010
2010.0584E,Categorical Exemption-Determination of Historic Resource,8/10/2010
2010.0016E_3,Initial Study-Negative Declaration,2/2/2011
2010.0598E,Categorical Exemption-Determination of Historic Resource,9/30/2010
2010.0599E,Categorical Exemption-Determination of Historic Resource,8/4/2010
2010.0603E,Categorical Exemption-Determination of Historic Resource,9/30/2010
2010.0604E,Categorical Exemption-Determination of Historic Resource,9/2/2010
2010.0609E,Categorical Exemption-Stamp,7/26/2010
2010.0611E,Categorical Exemption-Determination of Historic Resource,4/5/2011
2010.0616E,Categorical Exemption-Determination of Historic Resource,8/27/2010
2010.0617E,Categorical Exemption-Stamp,8/4/2010
2010.0652E,Categorical Exemption-Stamp,7/22/2010
2010.0619E,Categorical Exemption-Stamp,7/26/2010
2010.0621E,Categorical Exemption-Class 32,8/23/2010
2010.0622E,Categorical Exemption-Stamp,7/26/2010
2010.0626E,Categorical Exemption-Determination of Historic Resource Impact,9/21/2010
2010.0164E,Categorical Exemption-Certificate,8/23/2010
2010.0631E,Categorical Exemption-Stamp,7/30/2010
2010.0633E,Categorical Exemption-Stamp,7/30/2010
2010.0634E,Categorical Exemption-Determination of Historic Resource,1/11/2011
2010.0636E,Categorical Exemption-Determination of Historic Resource,10/22/2010
2010.0137E_3,Categorical Exemption-Determination of Historic Resource Impact,8/6/2010
2010.0627E,Initial Study-Negative Declaration,5/29/2011
2010.0651E,Categorical Exemption-Stamp,8/5/2010
2010.0660E,Categorical Exemption-Stamp,8/6/2010
2010.0671E,Categorical Exemption-Stamp,8/10/2010
2010.0679E,Categorical Exemption-Stamp,8/11/2010
2010.0683E,Categorical Exemption-Certificate,8/23/2010
2010.0684E,Categorical Exemption-Certificate,8/26/2010
2010.0686E,Categorical Exemption-Certificate,1/25/2011
2010.0681E,Community Plan-Determination,9/2/2011
2010.0689E,Categorical Exemption-Stamp,8/16/2010
2010.0698E,Categorical Exemption-Stamp,8/19/2010
2010.0707E,Categorical Exemption-Determination of Historic Resource Impact,11/16/2010
2010.0708E,Categorical Exemption-Stamp,8/19/2010
2010.0741E,Categorical Exemption-Stamp,8/19/2010
2010.0740E,Categorical Exemption-Stamp,8/20/2010
2010.0742E,Categorical Exemption-Stamp,8/20/2010
2010.0743E,Categorical Exemption-Stamp,8/20/2010
2010.0744E,Categorical Exemption-Stamp,8/20/2010
2010.0745E,Categorical Exemption-Stamp,8/20/2010
2010.0746E,Categorical Exemption-Stamp,8/20/2010
2010.0747E,Categorical Exemption-Stamp,8/20/2010
2010.0394E,Categorical Exemption-Determination of Historic Resource Impact,2/3/2011
2010.0710E,Categorical Exemption-Stamp,8/23/2010
2010.0721E,Categorical Exemption-Determination of Historic Resource,2/1/2011
2010.0723E,Categorical Exemption-Determination of Historic Resource,9/2/2011
2010.0724E,Categorical Exemption-Determination of Historic Resource,10/28/2010
2010.0727E,Categorical Exemption-Stamp,8/23/2010
2010.0728E,Categorical Exemption-Stamp,8/26/2010
2010.0729E,Categorical Exemption-Stamp,8/26/2010
2010.0739E,Categorical Exemption-Stamp,8/24/2010
2010.0733E,Categorical Exemption-Determination of Historic Resource,12/16/2010
2010.0755E,Initial Study-Negative Declaration,12/8/2011
2010.0839E,Categorical Exemption-Stamp,8/30/2010
2010.0670E,Categorical Exemption-Determination of Historic Resource,1/20/2011
2010.0771E,Categorical Exemption-Certificate,1/13/2011
2010.0773E,Categorical Exemption-Stamp,9/1/2010
2010.0774E,Categorical Exemption-Stamp,9/1/2010
2010.0775E,Categorical Exemption-Stamp,9/2/2010
2010.0787E,Community Plan-Exemption/Exclusion,10/14/2010
2010.0496E,Categorical Exemption-Determination of Historic Resource,2/7/2011
2010.0784E,Categorical Exemption-Stamp,9/8/2010
2010.0789E,Categorical Exemption-Determination of Historic Resource,1/14/2011
2010.0587E,Categorical Exemption-Determination of Historic Resource,1/24/2011
2010.0803E,Categorical Exemption-Stamp,9/14/2010
2010.0806E,Categorical Exemption-Determination of Historic Resource,12/15/2010
2010.0808E,Categorical Exemption-Determination of Historic Resource Impact,12/13/2010
2010.0815E,Categorical Exemption-Certificate,9/16/2010
2010.0816E,Categorical Exemption-Determination of Historic Resource,12/7/2010
2010.0788E,Categorical Exemption-Stamp,9/20/2010
2010.0834E,Categorical Exemption-Stamp,9/20/2010
2010.0836E,Categorical Exemption-Stamp,9/20/2010
2010.0837E,Categorical Exemption-Stamp,9/20/2010
2010.0838E,Categorical Exemption-Stamp,9/20/2010
2010.0840E,Categorical Exemption-Stamp,9/21/2010
2010.0846E,Categorical Exemption-Determination of Historic Resource,11/8/2010
2010.0848E,Categorical Exemption-Stamp,9/22/2010
2010.0859E,Categorical Exemption-Determination of Historic Resource,12/17/2010
2010.0861E,Categorical Exemption-Stamp,9/28/2010
2010.0867E,Categorical Exemption-Stamp,9/28/2010
2010.0870E,Categorical Exemption-Stamp,9/29/2010
2010.0871E,Categorical Exemption-Stamp,9/29/2010
2010.0874E,Categorical Exemption-Stamp,10/5/2010
2010.0875E,Categorical Exemption-Stamp,10/5/2010
2010.0876E,Categorical Exemption-Determination of Historic Resource,2/23/2011
2010.0892E,Categorical Exemption-Stamp,9/30/2010
2010.0890E,Categorical Exemption-Stamp,10/5/2010
2010.0420E_3,Initial Study-Negative Declaration,7/15/2011
2010.0828E,Categorical Exemption-Certificate,3/8/2011
2010.0910E,Categorical Exemption-Stamp,10/6/2010
2010.1056E,Categorical Exemption-Stamp,10/6/2010
2010.0924E,Categorical Exemption-Stamp,10/7/2010
2004.0339E_3,EIR Addendum,10/3/2011
2010.0863E,Categorical Exemption-Stamp,10/12/2010
2010.0128E_3,Community Plan-Initial Study/Environmental Evaluation,12/1/2010
2010.0613E,Initial Study-Negative Declaration,11/2/2011
2010.0944E,Categorical Exemption-Certificate,2/22/2011
2010.0423E,Categorical Exemption-Class 32,1/31/2011
2010.0946E,Categorical Exemption-Determination of Historic Resource Impact,6/28/2011
2010.0930E,Categorical Exemption-Certificate,11/18/2010
2010.0958E,Categorical Exemption-Certificate,12/6/2010
2010.0959E,Categorical Exemption-Determination of Historic Resource,3/15/2011
2010.0960E,Categorical Exemption-Determination of Historic Resource,2/23/2011
2010.0962E,Categorical Exemption-Determination of Historic Resource,3/7/2011
2010.0977E,Categorical Exemption-Certificate,10/28/2010
2010.0948E,Categorical Exemption-Class 32,12/6/2010
2010.0986E,Categorical Exemption-Certificate,3/31/2011
2010.1013E,Categorical Exemption-Determination of Historic Resource,2/16/2011
2008.0586E_3,Environmental Impact Report,10/28/2019
2010.1015E,Categorical Exemption-Stamp,11/16/2010
2010.1019E,Categorical Exemption-Stamp,11/18/2010
2010.1020E,Categorical Exemption-Certificate,3/28/2011
2010.0476E,Categorical Exemption-Determination of Historic Resource,3/8/2011
2010.0673E,Categorical Exemption-Stamp,12/9/2010
2010.1032E,Categorical Exemption-Determination of Historic Resource,3/15/2011
2010.1033E,Categorical Exemption-Determination of Historic Resource,3/24/2011
2010.0597E_3,Categorical Exemption-Certificate,1/24/2011
2010.1016E,Categorical Exemption-Certificate,4/29/2011
2010.1057E,Categorical Exemption-Stamp,11/23/2010
2010.1058E,Categorical Exemption-Stamp,11/23/2010
2010.1059E,Categorical Exemption-Stamp,11/23/2010
2010.1068E,Categorical Exemption-Stamp,12/2/2010
2010.1070E,Categorical Exemption-Determination of Historic Resource,3/31/2011
2010.1076E,Categorical Exemption-Stamp,1/12/2011
2010.1082E,Categorical Exemption-Certificate,6/30/2011
2010.1086E,Categorical Exemption-Determination of Historic Resource Impact,7/1/2011
2010.1089E,Categorical Exemption-Determination of Historic Resource,2/9/2011
2010.1091E,Categorical Exemption-Certificate,12/21/2011
2010.1024E,Categorical Exemption-Stamp,12/9/2010
2010.1093E,Categorical Exemption-Determination of Historic Resource,3/8/2011
2010.1109E,Categorical Exemption-Stamp,12/9/2010
2010.0628E,Categorical Exemption-Determination of Historic Resource,12/21/2010
2010.1108E,Categorical Exemption-Determination of Historic Resource,3/8/2011
2010.1115E,Categorical Exemption-Determination of Historic Resource,2/14/2011
2010.1116E,Categorical Exemption-Stamp,12/15/2010
2010.1117E,Categorical Exemption-Certificate,12/15/2010
2010.1119E,Categorical Exemption-Stamp,12/15/2010
2010.1120E,Categorical Exemption-Stamp,12/15/2010
