REC_NUM,EXPIRATION_DATE,EXPIRATION_STATUS,B1_PER_CATEGORY,APPLICATION_NAME,OPENED_DATE,RECORD_STATUS
2018-000169STR,9/29/2021,Active,STR,379 Hill Street,10/11/2017,Closed - Approved
2019-017649STR,10/1/2021,Active,STR,1 Nordhoff St,10/2/2019,Closed - Approved
2019-017713STR,10/2/2021,Active,STR,721 Green St,10/3/2019,Closed - Approved
2019-017403STR,10/3/2021,Active,STR,1523 Guerrero Street,9/26/2019,Closed - Approved
2019-017752STR,10/3/2021,Active,STR,22 Sanchez Street,10/3/2019,Closed - Approved
2017-001439STR,10/4/2021,Active,STR,420 Bay Street Unit A,2/2/2017,Closed - Approved
2015-009253STR,10/8/2021,Active,STR,2430 36th Ave.,7/21/2015,Closed - Approved
2015-013186STR,10/8/2021,Active,STR,1515 23rd Avenue,10/2/2015,Closed - Approved
2019-017997STR,10/9/2021,Active,STR,171 Cook Street,10/9/2019,Closed - Approved
2019-018066STR,10/9/2021,Active,STR,335 Clipper Street,10/10/2019,Closed - Approved
2019-017982STR,10/9/2021,Active,STR,345 Paris Street,10/9/2019,Closed - Approved
2019-017239STR,10/9/2021,Active,STR,1727 20th Avenue,9/23/2019,Closed - Approved
2017-009506STR,10/12/2021,Active,STR,130 Devonshire Way STR,7/26/2017,Closed - Approved
2015-013128STR,10/12/2021,Active,STR,2324 North Point Street,10/1/2015,Closed - Approved
2015-013174STR,10/12/2021,Active,STR,1402 Gollden Gate Avenue,10/2/2015,Closed - Approved
2015-013337STR,10/12/2021,Active,STR,339 Kirkham Street,10/6/2015,Closed - Approved
2019-006215STR,10/14/2021,Active,STR,4316 California Street,5/2/2019,Closed - Approved
2019-019474STR,10/14/2021,Active,STR,1825 24th Ave,10/15/2019,Closed - Approved
2015-013339STR,10/14/2021,Active,STR,352 Winfield Street,10/6/2015,Closed - Approved
2015-013060STR,10/15/2021,Active,STR,158 Bocana Street,9/30/2015,Closed - Approved
2015-013063STR,10/15/2021,Active,STR,66 Danton Street,9/30/2015,Closed - Approved
2019-019446STR,10/15/2021,Active,STR,15 EAGLE ST,10/15/2019,Closed - Approved
2019-019754STR,10/17/2021,Active,STR,121 Miguel St,10/18/2019,Closed - Approved
2019-019748STR,10/17/2021,Active,STR,420 Precita Ave,10/18/2019,Closed - Approved
2019-019825STR,10/20/2021,Active,STR,4062 Folsom Street,10/21/2019,Closed - Approved
2019-019820STR,10/20/2021,Active,STR,1500 Newcomb Avenue,10/21/2019,Closed - Approved
2019-019895STR,10/21/2021,Active,STR,1754 41st Avenue,10/22/2019,Closed - Approved
2019-019881STR,10/21/2021,Active,STR,1352 Stevenson Street,10/22/2019,Closed - Approved
2019-018936STR,10/23/2021,Active,STR,3735 26th Street,5/27/2019,Closed - Approved
2019-019528STR,10/23/2021,Active,STR,19 Raleigh Avenue,10/16/2019,Closed - Approved
2019-018720STR,10/23/2021,Active,STR,4417 20th Street,3/24/2019,Closed - Approved
2019-019199STR,10/23/2021,Active,STR,463 16th Avenue,3/3/2019,Closed - Approved
2019-019348STR,10/23/2021,Active,STR,3611 22nd Street,6/19/2019,Closed - Approved
2019-019016STR,10/23/2021,Active,STR,1226 Ortega Street,6/23/2019,Closed - Approved
2019-019017STR,10/24/2021,Active,STR,300 Salinas Avenue,12/19/2018,Closed - Approved
2019-020100STR,10/24/2021,Active,STR,355 Douglass Street,10/25/2019,Closed - Approved
2019-020096STR,10/24/2021,Active,STR,1536 Noe Street,10/25/2019,Closed - Approved
2019-020089STR,10/24/2021,Active,STR,1841 24th Avenue,10/25/2019,Closed - Approved
2017-009953STR,10/25/2021,Active,STR,"225 Castro Street, Unit 2 STR",8/4/2017,Closed - Approved
2019-020168STR,10/27/2021,Active,STR,3483 16th Street,10/28/2019,Closed - Approved
2019-020171STR,10/27/2021,Active,STR,754 Moultrie Street,10/28/2019,Closed - Approved
2019-018901STR,10/30/2021,Active,STR,1072 Alabama Street,3/18/2019,Closed - Approved
2019-020609STR,10/30/2021,Active,STR,2542 3rd Street,10/31/2019,Closed - Approved
2019-019966STR,10/31/2021,Active,STR,525 28th Street,10/23/2019,Closed - Approved
2019-020679STR,10/31/2021,Active,STR,1777 Oak Street,11/1/2019,Closed - Approved
2015-010619STR,11/1/2021,Active,STR,1877 Greenwich Street,8/18/2015,Closed - Approved
2019-019171STR,11/3/2021,Active,STR,381 Holyoke Street,5/23/2019,Closed - Approved
2015-001493STR,11/4/2021,Active,STR,4180 Cesar Chavez,2/11/2015,Closed - Approved
2019-006562STR,11/4/2021,Active,STR,1314 Jessie Street,5/8/2019,Closed - Approved
2019-006692STR,11/4/2021,Active,STR,1216 Haight Street,5/13/2019,Closed - Approved
2019-020952STR,11/5/2021,Active,STR,425 Buena Vista Ave East,11/6/2019,Closed - Approved
2019-017972STR,11/6/2021,Active,STR,855 Brannan Street Unit 277,10/9/2019,Closed - Approved
2019-019278STR,11/6/2021,Active,STR,2210 45th Avenue,2/27/2019,Closed - Approved
2019-020246STR,11/6/2021,Active,STR,1691 40th Avenue,7/1/2019,Closed - Approved
2019-021046STR,11/7/2021,Active,STR,"25 Sierra St, Unit E 208",11/8/2019,Closed - Approved
2019-020415STR,11/11/2021,Active,STR,2240 Leavenworth Street,3/2/2019,Closed - Approved
2019-020358STR,11/11/2021,Active,STR,128 Holladay Avenue,6/24/2019,Closed - Approved
2019-019043STR,11/12/2021,Active,STR,470 Collingwood Street Unit 5,4/14/2019,Closed - Approved
2019-021186STR,11/12/2021,Active,STR,3438 19th St,11/12/2019,Closed - Approved
2019-021230STR,11/12/2021,Active,STR,16 Capitol Avenue,11/13/2019,Closed - Approved
2019-020307STR,11/13/2021,Active,STR,425 Cayuga Avenue,6/7/2019,Closed - Approved
2019-020468STR,11/13/2021,Active,STR,4 Wabash Ter,4/3/2019,Closed - Approved
2017-012648STR,11/15/2021,Active,STR,708 Page Street,10/2/2017,Closed - Approved
2015-014652STR,11/15/2021,Active,STR,1708 Lake Street,11/4/2015,Closed - Approved
2019-020497STR,11/17/2021,Active,STR,128 Newton Street,6/18/2019,Closed - Approved
2019-015303STR,11/17/2021,Active,STR,808 London Street,8/13/2019,Closed - Approved
2015-014725STR,11/18/2021,Active,STR,2252 15th Street,11/5/2015,Closed - Approved
2019-018776STR,11/18/2021,Active,STR,103 Galewood Circle,2/11/2019,Closed - Approved
2019-020491STR,11/18/2021,Active,STR,2764 35th Avenue,6/1/2019,Closed - Approved
2019-019025STR,11/19/2021,Active,STR,1575 10th Avenue,8/24/2018,Closed - Approved
2019-020260STR,11/19/2021,Active,STR,455 Teresita Boulevard,2/19/2019,Closed - Approved
2019-014609STR,11/19/2021,Active,STR,201 Randall Street,7/27/2019,Closed - Approved
2019-000368STR,11/20/2021,Active,STR,67 Maddux Avenue,1/9/2019,Closed - Approved
2019-015403STR,11/20/2021,Active,STR,260 Noe Street (Second Application),8/15/2019,Closed - Approved
2019-019288STR,11/20/2021,Active,STR,121 Madrid Street,6/19/2019,Closed - Approved
2019-019185STR,11/20/2021,Active,STR,761 34th Avenue,1/1/2019,Closed - Approved
2019-019079STR,11/20/2021,Active,STR,290 Maynard Street,5/17/2019,Closed - Approved
2019-019349STR,11/20/2021,Active,STR,260 Los Palmos Drive,3/14/2019,Closed - Approved
2019-020584STR,11/21/2021,Active,STR,536 Waller Street,10/30/2019,Closed - Approved
2019-004698STR,11/21/2021,Active,STR,61 Bonita Street Apt. A,4/3/2019,Closed - Approved
2019-000466STR,11/21/2021,Active,STR,61 Bonita Street Unit B,1/10/2019,Closed - Approved
2015-014975STR,11/22/2021,Active,STR,201 Hale Street,11/12/2015,Closed - Approved
2019-019006STR,11/24/2021,Active,STR,33 Midway Street Unit 203,4/30/2019,Closed - Approved
2019-019184STR,11/24/2021,Active,STR,1259 34th Avenue,5/21/2019,Closed - Approved
2017-014518STR,11/27/2021,Active,STR,2541 WASHINGTON ST,11/9/2017,Closed - Approved
2017-015152STR,11/27/2021,Active,STR,480 Fillmore Street Unit 2 STR,11/28/2017,Closed - Approved
2015-014913STR,11/29/2021,Active,STR,255 laidley Street,11/10/2015,Closed - Approved
2017-014785STR,11/29/2021,Active,STR,242 15TH AVE,11/16/2017,Closed - Approved
2017-015176STR,11/29/2021,Active,STR,3747 Cesar Chavez Street,11/29/2017,Closed - Approved
2015-014930STR,11/30/2021,Active,STR,4530 Balboa Street,11/10/2015,Closed - Approved
2015-002854STR,11/30/2021,Active,STR,87 Cervantes Boulevard,3/9/2015,Closed - Approved
2017-014784STR,12/7/2021,Active,STR,568 GREENWICH ST,11/16/2017,Closed - Approved
2015-015283STR,12/7/2021,Active,STR,"422 33rd Avenue aka 420 33rd Avenue, #2",11/19/2015,Closed - Approved
2019-018846STR,12/8/2021,Active,STR,428 Ellsworth Street,6/29/2019,Closed - Approved
2019-022694STR,12/8/2021,Active,STR,140 Bella Vista Way,12/9/2019,Closed - Approved
2019-020475STR,12/8/2021,Active,STR,101 Monterey blvd,9/4/2019,Closed - Approved
2019-020383STR,12/8/2021,Active,STR,620 28th Street,7/2/2019,Closed - Approved
2019-022700STR,12/8/2021,Active,STR,575 Diamond Street,12/9/2019,Closed - Approved
2019-021628STR,12/8/2021,Active,STR,326 Ashton Avenue,9/15/2019,Closed - Approved
2015-015289STR,12/9/2021,Active,STR,72 Gates Street,11/19/2015,Closed - Approved
2019-021651STR,12/9/2021,Active,STR,664 Elizabeth Street,7/13/2019,Closed - Approved
2019-020462STR,12/9/2021,Active,STR,141 Paris St,7/30/2019,Closed - Approved
2017-012205STR,12/10/2021,Active,STR,43 Ruth Street,9/21/2017,Closed - Approved
2017-012476STR,12/10/2021,Active,STR,1940 ANZA STREET UNIT 5,9/27/2017,Closed - Approved
2019-022799STR,12/10/2021,Active,STR,1574 Grove Street,12/11/2019,Closed - Approved
2019-020472STR,12/10/2021,Active,STR,172 Day St,9/12/2019,Closed - Approved
2019-022827STR,12/11/2021,Active,STR,158 Staples Avenue,12/12/2019,Closed - Approved
2017-015377STR,12/11/2021,Active,STR,633 WALLER ST,12/1/2017,Closed - Approved
2019-022855STR,12/11/2021,Active,STR,672 Lyon Street,12/12/2019,Closed - Approved
2019-022967STR,12/12/2021,Active,STR,1726 Great Highway,12/13/2019,Closed - Approved
2017-008452STR,12/13/2021,Active,STR,3121 SANTIAGO ST,7/5/2017,Closed - Approved
2017-016002STR,12/13/2021,Active,STR,3137 Folsom Street STR,12/14/2017,Closed - Approved
2017-015999STR,12/13/2021,Active,STR,1274 24th Avenue STR,12/14/2017,Closed - Approved
2017-015897STR,12/13/2021,Active,STR,826 40th Avenue,12/13/2017,Closed - Approved
2015-015298STR,12/13/2021,Active,STR,30 Alvarado Street,11/19/2015,Closed - Approved
2015-015308STR,12/13/2021,Active,STR,3474 16th Street,11/19/2015,Closed - Approved
2017-012337STR,12/13/2021,Active,STR,2572 Alemany Boulevard,9/25/2017,Closed - Approved
2017-015905STR,12/14/2021,Active,STR,896 Steiner Street,12/13/2017,Closed - Approved
2015-015686STR,12/15/2021,Active,STR,351 Munich Street,12/1/2015,Closed - Approved
2015-015510STR,12/15/2021,Active,STR,838 Potrero Avenue Apt A,11/25/2015,Closed - Approved
2019-023017STR,12/15/2021,Active,STR,242 Cayuga Avenue,12/16/2019,Closed - Approved
2015-015558STR,12/15/2021,Active,STR,1878 21st Ave,11/25/2015,Closed - Approved
2019-016039STR,12/15/2021,Active,STR,1746 BRYANT ST,8/28/2019,Closed - Approved
2017-013381STR,12/17/2021,Active,STR,4235 23rd Street,10/17/2017,Closed - Approved
2019-023388STR,12/18/2021,Active,STR,1110 Montgomery Street,12/19/2019,Closed - Approved
2019-019448STR,12/19/2021,Active,STR,"941 14th Street, Lower",10/15/2019,Closed - Approved
2019-021638STR,12/19/2021,Active,STR,170 King Street,7/24/2019,Closed - Approved
2015-015631STR,12/20/2021,Active,STR,2955 22nd Street,11/30/2015,Closed - Approved
2017-011883STR,12/20/2021,Active,STR,"2628 Sutter Street, Apt. B",9/15/2017,Closed - Approved
2019-006796STR,12/26/2021,Active,STR,93 Lakeshore Drive,5/14/2019,Closed - Approved
2017-015906STR,12/27/2021,Active,STR,1370 Broadway,12/13/2017,Closed - Approved
2017-016243STR,12/27/2021,Active,STR,124 Linda Street,12/20/2017,Closed - Approved
2015-015910STR,12/28/2021,Active,STR,924 Corbett Avenue Apt A,12/3/2015,Closed - Approved
2019-023702STR,12/29/2021,Active,STR,2235 Mission Street Unit 5,12/30/2019,Closed - Approved
2015-012036STR,12/29/2021,Active,STR,"560 Noe Street, #2",9/9/2015,Closed - Approved
2018-000006STR,1/1/2022,Active,STR,2254 25th Avenue STR,1/1/2018,Closed - Approved
2018-000128STR,1/2/2022,Active,STR,1370 Guerrero st ,12/20/2017,Closed - Approved
2017-014279STR,1/2/2022,Active,STR,808 Douglass Street,11/6/2017,Closed - Approved
2019-019239STR,1/2/2022,Active,STR,2940 Larkin Street,1/5/2019,Closed - Approved
2017-014706STR,1/3/2022,Active,STR,1373 Masonic Avenue,11/15/2017,Closed - Approved
2017-014099STR,1/3/2022,Active,STR,350 CAPISTRANO AVE,11/1/2017,Closed - Approved
2017-015058STR,1/4/2022,Active,STR,2573 Folsom Street,11/27/2017,Closed - Approved
2018-000369STR,1/4/2022,Active,STR,341 Lexington Street B,10/6/2017,Closed - Approved
2018-000111STR,1/4/2022,Active,STR,80 Venus Street STR,11/2/2017,Closed - Approved
2018-000194STR,1/4/2022,Active,STR,1769 Noe St,11/5/2017,Closed - Approved
2020-000123STR,1/6/2022,Active,STR,430 Fillmore Street Unit C,1/6/2020,Closed - Approved
2017-014184STR,1/7/2022,Active,STR,2139 15TH AVE,11/3/2017,Closed - Approved
2015-015812STR,1/7/2022,Active,STR,1920 Great Hwy,12/2/2015,Closed - Approved
2019-020557STR,1/8/2022,Active,STR,835 WEBSTER ST,10/30/2019,Closed - Approved
2020-000599STR,1/13/2022,Active,STR,161 Cleo Rand Lane,1/14/2020,Closed - Approved
2019-023263STR,1/13/2022,Active,STR,1248 Funston Ave,10/9/2019,Closed - Approved
2020-000610STR,1/13/2022,Active,STR,1619 18th Street,1/14/2020,Closed - Approved
2019-023225STR,1/15/2022,Active,STR,3720 23rd Street,11/16/2019,Closed - Approved
2019-023315STR,1/15/2022,Active,STR,2034 24th Avenue,11/14/2019,Closed - Approved
2019-023305STR,1/15/2022,Active,STR,515 Vermont Street,11/2/2019,Closed - Approved
2019-020264STR,1/15/2022,Active,STR,936 Chenery Street,1/19/2019,Closed - Approved
2020-000653STR,1/15/2022,Active,STR,2586 28th Avenue,1/15/2020,Closed - Approved
2017-016130STR,1/15/2022,Active,STR,375 ORIZABA AVENUE,12/18/2017,Closed - Approved
2020-000794STR,1/16/2022,Active,STR,1271 15TH AVE,1/17/2020,Closed - Approved
2020-000767STR,1/16/2022,Active,STR,1921 Kirkham Street,1/17/2020,Closed - Approved
2019-019301STR,1/16/2022,Active,STR,407 Connecticut Street,5/7/2019,Closed - Approved
2019-020400STR,1/16/2022,Active,STR,336 LOUISBURG STREET,8/15/2019,Closed - Approved
2019-021669STR,1/16/2022,Active,STR,279 Jersey Street,8/9/2019,Closed - Approved
2017-016499STR,1/16/2022,Active,STR,1979 Union Street Unit A STR,12/27/2017,Closed - Approved
2017-015461STR,1/17/2022,Active,STR,195 DUBOCE AVE,12/4/2017,Closed - Approved
2018-000095STR,1/18/2022,Active,STR,113 Germania Street,12/6/2017,Closed - Approved
2018-000071STR,1/18/2022,Active,STR,716 2nd Avenue Unit 7,12/2/2017,Closed - Approved
2017-000772STR,1/18/2022,Active,STR,1335 48th Avenue,1/19/2017,Closed - Approved
2020-000686STR,1/20/2022,Active,STR,103 Wool Street,1/15/2020,Closed - Approved
2019-021574STR,1/20/2022,Active,STR,734 11th Avenue,7/9/2019,Closed - Approved
2019-019178STR,1/20/2022,Active,STR,1479 28th Avenue,2/14/2019,Closed - Approved
2020-000979STR,1/21/2022,Active,STR,484 Day Street,1/22/2020,Closed - Approved
2019-019128STR,1/21/2022,Active,STR,1035 Bush Street Unit 7,12/6/2017,Closed - Approved
2019-020409STR,1/22/2022,Active,STR,1268A Hampshire St.,7/28/2019,Closed - Approved
2019-006819STR,1/22/2022,Active,STR,210 Broderick Street Apt. 2,5/15/2019,Closed - Approved
2019-019044STR,1/22/2022,Active,STR,397 Mangels Avenue,6/3/2019,Closed - Approved
2020-001012STR,1/22/2022,Active,STR,60 Rausch St Unit 410,1/23/2020,Closed - Approved
2017-016527STR,1/22/2022,Active,STR,351 Vienna Street,12/27/2017,Closed - Approved
2019-018791STR,1/22/2022,Active,STR,744 Duncan Street,2/12/2019,Closed - Approved
2019-023278STR,1/23/2022,Active,STR,1834 Hyde Street,10/23/2019,Closed - Approved
2019-004120STR,1/23/2022,Active,STR,309 Oak Park Drive,3/22/2019,Closed - Approved
2020-000836STR,1/23/2022,Active,STR,42 Vernon Street,1/21/2020,Closed - Approved
2019-021558STR,1/23/2022,Active,STR,1883 40th Avenue,8/1/2019,Closed - Approved
2020-001186STR,1/26/2022,Active,STR,637 Baker Street,1/27/2020,Closed - Approved
2019-021601STR,1/26/2022,Active,STR,77 Lapidge St,9/13/2019,Closed - Approved
2019-020268STR,1/27/2022,Active,STR,652 Broderick Street,3/18/2019,Closed - Approved
2016-000599STR,1/27/2022,Active,STR,1741 STOCKTON ST Unit A,1/13/2016,Closed - Approved
2019-021598STR,1/27/2022,Active,STR,647 Connecticut Street Unit 1,7/30/2019,Closed - Approved
2019-019306STR,1/28/2022,Active,STR,1266 De Haro Street,6/9/2018,Closed - Approved
2018-001362STR,1/28/2022,Active,STR,55 9th Street Unit 1401,1/24/2018,Closed - Approved
2019-021632STR,1/29/2022,Active,STR,1167 Munich Street,8/10/2019,Closed - Approved
2019-021388STR,1/29/2022,Active,STR,266 Waller Street,9/16/2019,Closed - Approved
2019-020486STR,1/29/2022,Active,STR,222 Maynard Street,8/13/2019,Closed - Approved
2019-020328STR,1/29/2022,Active,STR,2221 DIVISADERO ST,7/25/2019,Closed - Approved
2020-001279STR,1/29/2022,Active,STR,148 Julian Avenue,1/29/2020,Closed - Approved
2016-006317STR,1/29/2022,Active,STR,3040 23RD AVENUE,5/13/2016,Closed - Approved
2019-023277STR,1/30/2022,Active,STR,2031 1/2 Powell Street,10/22/2019,Closed - Approved
2020-001390STR,1/30/2022,Active,STR,1868 BUCHANAN ST,1/31/2020,Closed - Approved
2019-019022STR,1/30/2022,Active,STR,87 Seal Rock Drive,2/24/2019,Closed - Approved
2019-017514STR,1/30/2022,Active,STR,487 Corbett Avenue,9/30/2019,Closed - Approved
2017-015053STR,1/31/2022,Active,STR,56 Patton Street,11/27/2017,Closed - Approved
2017-013607STR,1/31/2022,Active,STR,499 Bright Street STR,10/23/2017,Closed - Approved
2020-001470STR,2/2/2022,Active,STR,597 27TH AVE,2/3/2020,Closed - Approved
2019-020235STR,2/2/2022,Active,STR,1331 45th Avenue,2/3/2020,Closed - Approved
2019-015502STR,2/2/2022,Active,STR,532 Natoma Street (3rd Application),8/19/2019,Closed - Approved
2019-020385STR,2/2/2022,Active,STR,311 duncan st,9/11/2019,Closed - Approved
2019-018954STR,2/2/2022,Active,STR,149 Farnum Street,4/11/2019,Closed - Approved
2020-001442STR,2/2/2022,Active,STR,2056 McAllister Street,2/3/2020,Closed - Approved
2019-020353STR,2/2/2022,Active,STR,1618 46th Avenue,8/31/2019,Closed - Approved
2018-000381STR,2/4/2022,Active,STR,1220 Masonic Avenue,11/7/2017,Closed - Approved
2015-015472STR,2/4/2022,Active,STR,231 Scott Street Apt 3,11/24/2015,Closed - Approved
2020-001632STR,2/4/2022,Active,STR,1212 Arguello Blvd,2/5/2020,Closed - Approved
2019-019330STR,2/4/2022,Active,STR,67 Verna Street,5/2/2019,Closed - Approved
2018-000242STR,2/5/2022,Active,STR,1603 Ingalls Street,11/13/2017,Closed - Approved
2019-020565STR,2/5/2022,Active,STR,719 Beach Streeet,10/30/2019,Closed - Approved
2019-018836STR,2/6/2022,Active,STR,1 APOLLO STREET,2/7/2020,Closed - Approved
2019-020422STR,2/6/2022,Active,STR,4422 17th Street,5/5/2019,Closed - Approved
2019-023254STR,2/6/2022,Active,STR,1954 46th ave,10/29/2019,Closed - Approved
2019-023268STR,2/6/2022,Active,STR,160 Dorado Terrace,10/31/2019,Closed - Approved
2018-011107STR,2/6/2022,Active,STR,255 Sanchez Street,8/13/2018,Closed - Approved
2020-001724STR,2/6/2022,Active,STR,1230 Vermont Street,2/6/2020,Closed - Approved
2020-001715STR,2/6/2022,Active,STR,255 Ellsworth Street,2/6/2020,Closed - Approved
2020-001726STR,2/6/2022,Active,STR,12 Carson Street,2/6/2020,Closed - Approved
2018-000141STR,2/7/2022,Active,STR,1185 Rhode Island street,9/29/2017,Closed - Approved
2018-000052STR,2/8/2022,Active,STR,1017 Shotwell Street,10/26/2017,Closed - Approved
2018-000364STR,2/8/2022,Active,STR,554 3rd Avenue,11/28/2017,Closed - Approved
2018-000274STR,2/8/2022,Active,STR,2447 23rd Avenue,12/22/2017,Closed - Approved
2019-023297STR,2/9/2022,Active,STR,2358 31st Avenue,11/14/2019,Closed - Approved
2018-004813STR,2/9/2022,Active,STR,612 Missouri #A,1/5/2018,Closed - Approved
2019-018147STR,2/9/2022,Active,STR,4127 Ulloa Street,9/8/2018,Closed - Approved
2018-016772STR,2/9/2022,Active,STR,226 Broderick Street,12/12/2018,Closed - Approved
2019-020302STR,2/9/2022,Active,STR,1160 Alabama Street,7/15/2019,Closed - Approved
2020-001857STR,2/9/2022,Active,STR,1663 10th Avenue,2/10/2020,Closed - Approved
2019-022582STR,2/9/2022,Active,STR,727 Webster Street,12/6/2019,Closed - Approved
2019-018145STR,2/10/2022,Active,STR,78 Sheridan Street,6/25/2018,Closed - Approved
2019-020277STR,2/10/2022,Active,STR,196 Lippard Avenue,8/29/2019,Closed - Approved
2019-023244STR,2/10/2022,Active,STR,27 Boardman Place,10/1/2019,Closed - Approved
2019-014947STR,2/10/2022,Active,STR,1554 Jones Street,8/5/2019,Closed - Approved
2019-023260STR,2/10/2022,Active,STR,1909 Judah Street,11/1/2019,Closed - Approved
2019-003950STR,2/11/2022,Active,STR,24 Isis St,3/19/2019,Closed - Approved
2019-020359STR,2/11/2022,Active,STR,77 Manchester Street,7/9/2019,Closed - Approved
2019-020488STR,2/11/2022,Active,STR,240 Andover Street,4/2/2019,Closed - Approved
2018-000350STR,2/11/2022,Active,STR,1856 Franklin Street Unit 3,12/19/2017,Closed - Approved
2019-018197STR,2/11/2022,Active,STR,2711 Union Street,5/23/2018,Closed - Approved
2019-021571STR,2/11/2022,Active,STR,24 Romain Street,9/16/2019,Closed - Approved
2018-004898STR,2/11/2022,Active,STR,2515 Gough Street,2/16/2018,Closed - Approved
2018-004820STR,2/11/2022,Active,STR,2030 Lyon Street,1/8/2018,Closed - Approved
2019-020505STR,2/12/2022,Active,STR,3749 Clement Street,8/2/2019,Closed - Approved
2019-018768STR,2/12/2022,Active,STR,2819 Lawton Street,3/8/2019,Closed - Approved
2019-020251STR,2/12/2022,Active,STR,343 Woolsey Street,9/6/2019,Closed - Approved
2018-000240STR,2/12/2022,Active,STR,1931 12th Ave,11/10/2017,Closed - Approved
2017-014903STR,2/13/2022,Active,STR,147 Stillman Street Unit A,11/20/2017,Closed - Approved
2015-018239STR,2/16/2022,Active,STR,422 UTAH ST,12/23/2015,Closed - Approved
2015-018165STR,2/16/2022,Active,STR,4301 21ST ST,12/22/2015,Closed - Approved
2019-023352STR,2/17/2022,Active,STR,1871 15th Avenue,11/12/2019,Closed - Approved
2019-021582STR,2/17/2022,Active,STR,458 Day Street,7/25/2019,Closed - Approved
2018-002541STR,2/18/2022,Active,STR,679 LISBON ST,2/19/2018,Closed - Approved
2019-022916STR,2/18/2022,Active,STR,398 Hearst Avenue,12/13/2019,Closed - Approved
2018-000431STR,2/18/2022,Active,STR,199 Quintara Street,11/27/2017,Closed - Approved
2017-014809STR,2/19/2022,Active,STR,48 NEBRASKA ST,11/16/2017,Closed - Approved
2019-018815STR,2/19/2022,Active,STR,4483 23rd Street Unit 4,5/3/2019,Closed - Approved
2019-018806STR,2/19/2022,Active,STR,1511 Hudson Avenue,5/12/2019,Closed - Approved
2019-023238STR,2/19/2022,Active,STR,550 15th Ave.,12/9/2019,Closed - Approved
2015-018483STR,2/19/2022,Active,STR,51 PEARL ST,12/30/2015,Closed - Approved
2019-018865STR,2/19/2022,Active,STR,797 43rd Avenue,6/14/2019,Closed - Approved
2020-002365STR,2/19/2022,Active,STR,1278 24th Avenue,2/19/2020,Closed - Approved
2019-020456STR,2/19/2022,Active,STR,1556 Thomas Avenue,7/7/2019,Closed - Approved
2019-001910STR,2/19/2022,Active,STR,649 45TH AVENUE,2/14/2019,Closed - Approved
2019-018142STR,2/20/2022,Active,STR,926 Esmeralda Avenue,6/24/2018,Closed - Approved
2019-015550STR,2/20/2022,Active,STR,71 Panorama Drive,8/19/2019,Closed - Approved
2016-002184STR,2/23/2022,Active,STR,2961 Sacramento Street,2/17/2016,Closed - Approved
2015-018391STR,2/23/2022,Active,STR,38 LUNDYS LN,12/29/2015,Closed - Approved
2019-019223STR,2/23/2022,Active,STR,639 Masonic Avenue,5/1/2019,Closed - Approved
2019-004292STR,2/24/2022,Active,STR,435 Green Street Unit 5,3/26/2019,Closed - Approved
2017-015154STR,2/25/2022,Active,STR,175 Boutwell Street STR,11/29/2017,Closed - Approved
2019-019332STR,2/25/2022,Active,STR,237 Precita Avenue,4/7/2019,Closed - Approved
2018-014304STR,2/25/2022,Active,STR,543 Lakeview Avenue,10/18/2018,Closed - Approved
2019-019533STR,2/26/2022,Active,STR,231 Coleridge Street,10/16/2019,Closed - Approved
2019-019520STR,2/26/2022,Active,STR,197 Coleridge Street,10/16/2019,Closed - Approved
2019-020392STR,2/26/2022,Active,STR,1571 Underwood Avenue,3/1/2019,Closed - Approved
2019-019287STR,2/26/2022,Active,STR,402 Lombard Street,10/29/2018,Closed - Approved
2019-020350STR,2/26/2022,Active,STR,481 17th Avenue,5/10/2019,Closed - Approved
2020-001519STR,2/26/2022,Active,STR,259 Mullen Avenue,1/13/2020,Closed - Approved
2020-002840STR,2/26/2022,Active,STR,2571 37th Avenue,2/27/2020,Closed - Approved
2020-002741STR,2/26/2022,Active,STR,715 Baker St,2/26/2020,Closed - Approved
2017-014495STR,2/26/2022,Active,STR,226 27TH ST,11/9/2017,Closed - Approved
2018-000234STR,2/26/2022,Active,STR,1873 San Jose Avenue,11/9/2017,Closed - Approved
2019-021567STR,2/26/2022,Active,STR,218 Miguel Street,7/15/2019,Closed - Approved
2019-015174STR,2/26/2022,Active,STR,668 21st Avenue,8/9/2019,Closed - Approved
2019-006530STR,2/26/2022,Active,STR,16 Highland Avenue,5/8/2019,Closed - Approved
2019-020269STR,2/27/2022,Active,STR,1631 Beach Street,7/12/2019,Closed - Approved
2019-016025STR,2/27/2022,Active,STR,215 WEBSTER STREET,8/28/2019,Closed - Approved
2020-002870STR,2/27/2022,Active,STR,118 TOCOLOMA AVE,2/28/2020,Closed - Approved
2019-019358STR,2/27/2022,Active,STR,3339 Folsom Street,10/14/2018,Closed - Approved
2019-020129STR,2/27/2022,Active,STR,85 Buena Vista Ter,10/28/2019,Closed - Approved
2016-000591STR,2/28/2022,Active,STR,14 Springfield Drive,1/13/2016,Closed - Approved
2020-002916STR,3/1/2022,Active,STR,1230 2nd Avenue,3/2/2020,Closed - Approved
2019-018501STR,3/1/2022,Active,STR,1 Saint Francis Place Unit 1209,6/5/2019,Closed - Approved
2019-013558STR,3/1/2022,Active,STR,415 Buena Vista Avenue East,7/3/2019,Closed - Approved
