PARENT RECORD ID,Governing,Publication_Date,Review_Type
2013.1551,Exemption,2/3/2014,Categorical Exemption-Stamp
2013.1553,Exemption,,Categorical Exemption-Certificate
2013.1557,Exemption,2/13/2014,Categorical Exemption-Stamp
2013.1558,Exemption,,Categorical Exemption-Stamp
2013.1559,Exemption,,Categorical Exemption-Certificate
2013.1560,Exemption,,Categorical Exemption-Stamp
2013.1561,Exemption,10/26/2013,Categorical Exemption-Certificate
2013.1562,Exemption,10/26/2013,Categorical Exemption-Certificate
2013.1563,Exemption,10/26/2013,Review-Exemption Prepared by Another Agency
2013.1564,Exemption,10/31/2013,Categorical Exemption-Determination of Historic Resource
2013.1565,Exemption,11/5/2013,Review-Exemption Prepared by Another Agency
2013.1572,Exemption,10/28/2013,Categorical Exemption-Determination of Historic Resource
2013.1573,Exemption,,Categorical Exemption-Stamp
2013.1574,Exemption,,Categorical Exemption-Stamp
2013.1575,Exemption,1/14/2014,Categorical Exemption-Stamp
2013.1576,Exemption,11/12/2014,Categorical Exemption-Stamp
2013.1577,Exemption,10/29/2013,Categorical Exemption-Stamp
2013.1578,Exemption,,Categorical Exemption-Stamp
2013.1579,Exemption,6/10/2014,Categorical Exemption-Stamp
2013.1580,Exemption,1/13/2014,Categorical Exemption-Stamp
2013.1590,Exemption,7/14/2014,Categorical Exemption-Stamp
2013.1591,Exemption,6/25/2015,Categorical Exemption-Stamp
2013.1593,Exemption,11/22/2019,Categorical Exemption-Stamp
2013.1594,Exemption,,Categorical Exemption-Stamp
2013.1596,Exemption,11/1/2013,Project Profile (PRJ)
2013.1599,Exemption,9/17/2014,Categorical Exemption-Certificate
2013.1600,Community Plan Evaluation,,Categorical Exemption-Determination of Historic Resource
2013.1601,Addendum,10/29/2014,Initial Study-Negative Declaration
2013.1602,Exemption,,Categorical Exemption-Certificate
2013.1609,Exemption,,Initial Study-Negative Declaration
2013.1632,Exemption,2/6/2014,Initial Study-Negative Declaration
2013.1634,Exemption,11/8/2013,Categorical Exemption-Class 32
2013.1635,Exemption,11/8/2013,Categorical Exemption-Stamp
2013.1636,Exemption,,Categorical Exemption-Stamp
2013.1637,Exemption,,Categorical Exemption-Stamp
2013.1638,Exemption,2/14/2014,Categorical Exemption-Stamp
2013.1639,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1640,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1643,Exemption,11/12/2013,Categorical Exemption-Stamp
2013.1655,Exemption,1/21/2014,Categorical Exemption-Determination of Historic Resource
2013.1657,Exemption,,Categorical Exemption-Determination of Historic Resource Impact
2013.1662,Exemption,2/13/2015,Categorical Exemption-Determination of Historic Resource
2013.1664,Exemption,11/19/2013,Categorical Exemption-Determination of Historic Resource
2013.1667,Exemption,11/1/2013,Categorical Exemption-Determination of Historic Resource Impact
2013.1668,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1669,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1671,Community Plan Evaluation,,Categorical Exemption-Certificate
2013.1672,Exemption,,Categorical Exemption-Stamp
2013.1674,Exemption,2/25/2014,Categorical Exemption-Determination of Historic Resource
2013.1689,Exemption,11/7/2013,Review-Exemption Prepared by Another Agency
2013.1690,Negative Declaration,9/16/2015,Categorical Exemption-Stamp
2013.1710,Exemption,2/21/2014,Categorical Exemption-Stamp
2013.1711,Exemption,,Categorical Exemption-Stamp
2013.1712,Exemption,2/26/2014,Categorical Exemption-Stamp
2013.1713,Exemption,2/11/2014,Categorical Exemption-Stamp
2013.1714,Exemption,,Categorical Exemption-Stamp
2013.1715,Exemption,,Categorical Exemption-Certificate
2013.1716,Exemption,,Categorical Exemption-Stamp
2013.1717,Exemption,,Categorical Exemption-Stamp
2013.1719,Exemption,,Categorical Exemption-Determination of Historic Resource Impact
2013.1721,Exemption,,Categorical Exemption-Stamp
2013.1722,Exemption,,Categorical Exemption-Stamp
2013.1727,Exemption,11/22/2013,Categorical Exemption-Stamp
2013.1729,Exemption,,Categorical Exemption-Stamp
2013.1731,Exemption,11/21/2013,Categorical Exemption-Stamp
2013.1732,Exemption,,Categorical Exemption-Stamp
2013.1736,Exemption,11/25/2013,Categorical Exemption-Stamp
2013.1739,Exemption,,Categorical Exemption-Stamp
2013.1744,Exemption,1/24/2014,Categorical Exemption-Determination of Historic Resource
2013.1747,Exemption,3/31/2014,Categorical Exemption-Stamp
2013.1748,Exemption,1/8/2014,Categorical Exemption-Stamp
2013.1749,Exemption,12/4/2013,Categorical Exemption-Determination of Historic Resource Impact
2013.1750,Exemption,,Categorical Exemption-Stamp
2013.1751,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1752,Exemption,1/17/2014,Categorical Exemption-Stamp
2013.1753,Negative Declaration,,Categorical Exemption-Stamp
2013.1755,Exemption,2/5/2014,Categorical Exemption-Determination of Historic Resource
2013.1757,Negative Declaration,,Categorical Exemption-Certificate
2013.1759,Exemption,2/19/2014,Categorical Exemption-Stamp
2013.1760,Exemption,2/19/2014,Community Plan-Determination
2013.1761,Negative Declaration,,Community Plan-Exemption/Exclusion
2013.1767,Exemption,12/5/2013,Categorical Exemption-Stamp
2013.1770,Exemption,,Community Plan-Determination
2013.1771,Exemption,,Community Plan-Determination
2013.1772,Exemption,1/28/2014,Categorical Exemption-Determination of Historic Resource
2013.1773,Community Plan Evaluation,,Categorical Exemption-Determination of Historic Resource
2013.1774,Exemption,,Review-Exemption Prepared by Another Agency
2013.1775,Exemption,2/25/2014,Categorical Exemption-Stamp
2013.1776,Exemption,12/5/2013,Community Plan-Exemption/Exclusion
2013.1778,Exemption,2/12/2014,Community Plan-Determination
2013.1780,Exemption,7/15/2014,Categorical Exemption-Certificate
2013.1782,Exemption,,Categorical Exemption-Stamp
2013.1783,Exemption,12/5/2013,Statutory Exemption
2013.1784,Exemption,12/5/2013,Community Plan-Determination
2013.1785,Exemption,,Community Plan-Exemption/Exclusion
2013.1786,Exemption,,Categorical Exemption-Certificate
2013.1787,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1788,Exemption,,Categorical Exemption-Stamp
2013.1789,Exemption,,Categorical Exemption-Stamp
2013.1790,Exemption,1/8/2016,Categorical Exemption-Class 32
2013.1791,Exemption,12/5/2013,Categorical Exemption-Determination of Historic Resource
2013.1792,Exemption,5/22/2014,Categorical Exemption-Certificate
2013.1793,Exemption,,Categorical Exemption-Class 32
2013.1795,Exemption,,Categorical Exemption-Stamp
2013.1799,Exemption,,Categorical Exemption-Stamp
2013.1806,Exemption,9/18/2014,Categorical Exemption-Stamp
2013.1821,Exemption,4/17/2015,Initial Study-Negative Declaration
2013.1822,Exemption,,Categorical Exemption-Stamp
2013.1835,Exemption,12/19/2013,Categorical Exemption-Stamp
2013.1839,Exemption,,Categorical Exemption-Certificate
2013.1840,Exemption,,Categorical Exemption-Class 32
2013.1841,Exemption,12/18/2013,Categorical Exemption-Determination of Historic Resource
2013.1842,Exemption,12/18/2013,Categorical Exemption-Certificate
2013.1843,Exemption,,Categorical Exemption-Certificate
2013.1844,Exemption,12/18/2013,Categorical Exemption-Certificate
2013.1845,Exemption,12/18/2013,Other CEQA Guidelines Section
2013.1846,Exemption,1/30/2014,Categorical Exemption-Stamp
2013.1847,Exemption,7/23/2014,Community Plan-Exemption/Exclusion
2013.1848,Exemption,12/18/2013,Other CEQA Guidelines Section
2013.1851,Exemption,,Categorical Exemption-Stamp
2013.1854,Exemption,,Categorical Exemption-Stamp
2013.1855,Exemption,12/19/2013,Categorical Exemption-Stamp
2013.1856,Community Plan Evaluation,,Negative Declaration Addendum
2013.1857,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1858,Community Plan Evaluation,,Categorical Exemption-Determination of Historic Resource
2013.1863,Exemption,1/16/2014,Categorical Exemption-Certificate
2013.1864,Exemption,3/12/2014,Categorical Exemption-Certificate
2013.1866,Exemption,12/23/2013,General Rule Exclusion
2013.1867,Exemption,3/10/2014,Categorical Exemption-Stamp
2013.1869,Exemption,2/4/2014,Categorical Exemption-Stamp
2013.1872,Community Plan Evaluation,,Categorical Exemption-Stamp
2013.1874,Exemption,,Categorical Exemption-Stamp
2013.1875,Exemption,12/24/2013,Community Plan-Exemption/Exclusion
2013.1876,Exemption,,Community Plan-Exemption/Exclusion
2013.1880,Exemption,12/24/2013,Categorical Exemption-Stamp
2013.1881,Exemption,12/24/2013,Categorical Exemption-Stamp
2013.1882,Exemption,4/29/2014,Review-Exemption Prepared by Another Agency
2013.1883,Exemption,,Categorical Exemption-Certificate
2013.1884,Exemption,2/3/2014,Community Plan-Determination
2013.1885,Exemption,6/19/2014,Categorical Exemption-Certificate
2013.1887,Exemption,2/4/2014,Categorical Exemption-Certificate
2013.1888,Exemption,1/8/2014,Categorical Exemption-Class 32
2013.1892,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1893,Exemption,,Categorical Exemption-Class 32
2013.1894,Exemption,,Categorical Exemption-Determination of Historic Resource
2013.1895,Exemption,,Review-Exemption Prepared by Another Agency
2014.0008,Community Plan Evaluation,,Categorical Exemption-Stamp
2014.0011,Community Plan Evaluation,,Categorical Exemption-Stamp
2014.0012,0,,Categorical Exemption-Stamp
2014.0017,Exemption,1/3/2014,Categorical Exemption-Determination of Historic Resource
2014.0018,Exemption,1/2/2014,Categorical Exemption-Determination of Historic Resource
2014.0019,Exemption,,Categorical Exemption-Determination of Historic Resource
2014.0020,Exemption,2/13/2014,Categorical Exemption-Certificate
2014.0021,Exemption,,Categorical Exemption-Stamp
2014.0022,Exemption,1/2/2014,Categorical Exemption-Stamp
2014.0026,Exemption,,Categorical Exemption-Stamp
2014.0030,Exemption,1/6/2014,Categorical Exemption-Stamp
2014.0033,Exemption,1/7/2014,Initial Study-Negative Declaration
2014.0045,Exemption,12/26/2013,Initial Study-Negative Declaration
2014.0046,Exemption,1/21/2014,Statutory Exemption
2014.0047,Exemption,2/24/2014,Statutory Exemption
2014.0048,Exemption,8/12/2014,Statutory Exemption
2014.0056,Exemption,1/8/2014,Statutory Exemption
2014.0058,Exemption,4/1/2014,Categorical Exemption-Stamp
2014.0059,Exemption,2/13/2014,Categorical Exemption-Class 32
2014.0060,Addendum,,Categorical Exemption-Stamp
2014.0064,Exemption,1/9/2014,Review-Exemption Prepared by Another Agency
2014.0069,Exemption,1/9/2014,Categorical Exemption-Determination of Historic Resource
2014.0070,Exemption,1/9/2014,Categorical Exemption-Determination of Historic Resource Impact
2014.0072,Exemption,1/17/2014,Categorical Exemption-Determination of Historic Resource
2014.0080,Exemption,,Categorical Exemption-Determination of Historic Resource Impact
2014.0082,Exemption,2/27/2014,Categorical Exemption-Determination of Historic Resource
2014.0085,Exemption,5/9/2014,Categorical Exemption-Stamp
2014.0086,Exemption,,Categorical Exemption-Determination of Historic Resource
2014.0090,Exemption,1/10/2014,Categorical Exemption-Determination of Historic Resource
2014.0091,Exemption,3/10/2014,Review-Exemption Prepared by Another Agency
2014.0095,Community Plan Evaluation,4/2/2015,Review-Exemption Prepared by Another Agency
2014.0096,Exemption,,Review-Exemption Prepared by Another Agency
2014.0098,Exemption,2/10/2014,Categorical Exemption-Stamp
2014.0101,Exemption,1/16/2014,Categorical Exemption-Determination of Historic Resource
2014.0102,Exemption,2/14/2014,Community Plan-Determination
2014.0104,Exemption,1/16/2014,Categorical Exemption-Determination of Historic Resource Impact
2014.0105,Exemption,4/15/2014,Categorical Exemption-Determination of Historic Resource
2014.0112,Exemption,,Categorical Exemption-Stamp
2014.0115,Exemption,,Categorical Exemption-Determination of Historic Resource
2014.0116,Exemption,1/22/2014,Categorical Exemption-Stamp
2014.0117,Exemption,1/23/2014,Community Plan-Determination
2014.0118,Exemption,1/21/2014,Community Plan-Determination
2014.0130,Exemption,,Community Plan-Determination
2014.0137,Exemption,1/22/2014,Categorical Exemption-Certificate
2014.0139,Exemption,1/22/2014,Categorical Exemption-Certificate
2014.0146,Exemption,9/19/2014,Categorical Exemption-Stamp
2014.0150,Exemption,1/28/2014,Community Plan-Determination
2014.0154,Community Plan Evaluation,3/2/2016,Categorical Exemption-Certificate
2014.0155,Exemption,2/25/2014,Categorical Exemption-Determination of Historic Resource
2014.0156,Exemption,,Categorical Exemption-Certificate
2014.0157,Exemption,,Categorical Exemption-Certificate
2014.0158,Exemption,1/28/2014,Categorical Exemption-Certificate
2014.0161,Community Plan Evaluation,,Categorical Exemption-Stamp
2014.0162,Exemption,1/28/2014,Categorical Exemption-Determination of Historic Resource Impact
2014.0163,Exemption,4/3/2014,Categorical Exemption-Certificate
2014.0165,Exemption,6/9/2014,Categorical Exemption-Certificate
2014.0167,Exemption,1/29/2014,Initial Study-Negative Declaration
2014.0168,Community Plan Evaluation,,Categorical Exemption-Certificate
2014.0169,Exemption,1/30/2014,Categorical Exemption-Determination of Historic Resource
2014.0170,Exemption,1/30/2014,Categorical Exemption-Stamp
2014.0171,Exemption,1/27/2014,Community Plan-Determination
2014.0173,Exemption,2/3/2014,Categorical Exemption-Stamp
2014.0181,Exemption,2/3/2014,Categorical Exemption-Stamp
2014.0189,Exemption,1/30/2014,Categorical Exemption-Stamp
2014.0190,Exemption,2/3/2014,Categorical Exemption-Stamp
2014.0191,Exemption,,Categorical Exemption-Stamp
2014.0198,Negative Declaration,,Community Plan-Determination
2014.0200,Exemption,2/6/2014,Categorical Exemption-Certificate
2014.0205,0,,Categorical Exemption-Certificate
2014.0207,Exemption,4/3/2015,Initial Study-Negative Declaration
2014.0208,Exemption,,Initial Study-Negative Declaration
2014.0212,Exemption,,Categorical Exemption-Stamp
2014.0222,Exemption,2/12/2014,Categorical Exemption-Certificate
2014.0223,Exemption,2/6/2014,Categorical Exemption-Certificate
2014.0226,Exemption,2/20/2014,Categorical Exemption-Stamp
2014.0227,Exemption,,Categorical Exemption-Stamp
2014.0229,Exemption,,Categorical Exemption-Stamp
2014.0230,Exemption,,Categorical Exemption-Certificate
2014.0231,Exemption,5/3/2018,Categorical Exemption-Determination of Historic Resource Impact
2014.0238,Exemption,,Categorical Exemption-Determination of Historic Resource
2014.0241,Environmental Impact Report,,Categorical Exemption-Determination of Historic Resource
2014.0243,Exemption,,Categorical Exemption-Determination of Historic Resource
2014.0244,Community Plan Evaluation,,Categorical Exemption-Determination of Historic Resource
2014.0256,Exemption,12/10/2014,Categorical Exemption-Determination of Historic Resource
2014.0257,Exemption,,Community Plan-Determination
2014.0258,Exemption,,Categorical Exemption-Certificate
2014.0259,Exemption,,Categorical Exemption-Certificate
2014.0260,Exemption,,Categorical Exemption-Stamp
2014.0269,Exemption,2/19/2014,Categorical Exemption-Stamp
2014.0271,Exemption,4/16/2014,Categorical Exemption-Stamp
2014.0272,Exemption,2/21/2014,Categorical Exemption-Certificate
2014.0273,Exemption,2/25/2014,Categorical Exemption-Determination of Historic Resource
2014.0276,Exemption,5/6/2014,Categorical Exemption-Determination of Historic Resource
2014.0279,Exemption,,Review-Exemption Prepared by Another Agency
2014.0284,Exemption,2/8/2016,Review-Exemption Prepared by Another Agency
2014.0287,Exemption,2/21/2014,Statutory Exemption
2014.0289,Exemption,2/21/2014,Categorical Exemption-Stamp
2014.0296,Exemption,,Community Plan-Initial Study/Environmental Evaluation
2014.0298,Exemption,3/25/2014,Community Plan-Determination
2014.0299,Exemption,2/20/2014,Categorical Exemption-Certificate
